complete_sentence,question_text,english_translation,hint,alternate_correct_responses,option_a,option_b,option_c,option_d,correct_option,cefr_level,topic,explanation,resource
Gli studenti fanno l'esame di matematica domani.,Gli studenti fanno ___ di matematica domani.,The students are taking the math exam tomorrow.,,,la lezione,l'esame,il compito,la domanda,B,A2,Scuola e Università (vocabolario),'Fare l'esame' means 'to take an exam'. The definite article 'l'' is used before 'esame' which starts with a vowel.,https://www.lawlessitalian.com/vocabulary/school/
Marco arriva sempre in ritardo agli appuntamenti.,Marco arriva ___ in ritardo agli appuntamenti.,Marco always arrives late to appointments.,,,mai,sempre,qualche volta,raramente,B,A2,Avverbi di Frequenza/Tempo/Luogo,'Sempre' means 'always' and is an adverb of frequency that comes before the main verb.,https://www.lawlessitalian.com/grammar/adverbs/
Quanto costano quelle scarpe in vetrina?,Quanto costano ___ scarpe in vetrina?,How much do those shoes in the window cost?,,,queste,quelle,delle,alcune,B,A2,Shopping (vocabolario),"'Quelle' means 'those' (feminine plural) and refers to objects that are far from the speaker, like items in a shop window.",https://www.lawlessitalian.com/grammar/demonstrative-adjectives/
Sono arrivato a Milano tre ore fa.,Sono arrivato a Milano tre ore ___.,I arrived in Milan three hours ago.,,,fa,da,tra,dopo,A,A2,"Espressioni di Tempo (fa, da, tra/fra)",'Fa' after a time expression means 'ago'. It follows the time period: 'tre ore fa' = 'three hours ago'.,https://www.lawlessitalian.com/grammar/time-expressions/
Le regalo un libro per il suo compleanno.,___ regalo un libro per il suo compleanno.,I'm giving her a book for her birthday.,,,Gli,Le,Li,La,B,A2,Pronomi Indiretti,'Le' is the indirect object pronoun for 'to her'. 'Regalare' takes an indirect object pronoun for the recipient.,https://www.lawlessitalian.com/grammar/indirect-object-pronouns/
Mia cugina ha i capelli ricci e gli occhi marroni.,Mia cugina ha i capelli ricci e gli occhi ___.,My cousin has curly hair and brown eyes.,,,neri,biondi,marroni,rossi,C,A2,Descrizioni Fisiche e del Carattere (vocabolario),'Marroni' means 'brown' and agrees with the masculine plural noun 'occhi' (eyes).,https://www.lawlessitalian.com/vocabulary/physical-description/
Ogni mattina mi lavo i denti dopo colazione.,Ogni mattina ___ i denti dopo colazione.,Every morning I brush my teeth after breakfast.,,,mi lavo,lavo,mi ho lavato,lavavo,A,A2,Verbi Riflessivi (presente e passato prossimo),Reflexive verbs require the reflexive pronoun 'mi' before the verb. 'Lavarsi i denti' means to brush one's teeth.,https://www.lawlessitalian.com/grammar/verbs/reflexive/
Ho studiato italiano tre anni fa.,Ho studiato italiano tre anni ___.,I studied Italian three years ago.,,,da,fra,fa,dopo,C,A2,"Espressioni di Tempo (fa, da, tra/fra)",'Fa' is used after time expressions to indicate 'ago' in the past. Tre anni fa = three years ago.,https://www.lawlessitalian.com/grammar/prepositions/time/
Mi ricordo quando andavamo al mare d'estate.,Mi ricordo quando ___ al mare d'estate.,I remember when we used to go to the sea in summer.,,,andiamo,siamo andati,andremo,andavamo,D,A2,Ricordi (narrazione semplice),The imperfetto 'andavamo' is used for habitual actions in past memories. 'Quando' introduces past habits.,https://www.lawlessitalian.com/grammar/verbs/imperfetto/
La mia casa ha un giardino molto grande.,La mia casa ha ___ giardino molto grande.,My house has a very big garden.,,,una,un,il,della,B,A2,Casa e Quartiere (vocabolario),The indefinite article 'un' is used before masculine singular nouns. 'Giardino' is masculine.,https://www.lawlessitalian.com/grammar/articles/indefinite/
Ci andiamo spesso in estate per le vacanze.,___ andiamo spesso in estate per le vacanze.,We often go there in summer for vacation.,,,Ci,Li,Vi,Ne,A,A2,Particella Ci,The particle 'ci' means 'there' and refers to a place previously mentioned or understood from context.,https://www.lawlessitalian.com/grammar/pronouns/ci/
La sera guardo sempre la televisione prima di dormire.,La sera ___ sempre la televisione prima di dormire.,In the evening I always watch television before sleeping.,,,ho guardato,guardavo,guardo,guarderò,C,A2,Routine Quotidiana Dettagliata (vocabolario),Present tense 'guardo' is used for daily routines and habits. 'Sempre' indicates a regular routine.,https://www.lawlessitalian.com/grammar/verbs/present/
"Scusi, vorrei ordinare il primo piatto.","Scusi, vorrei ___ il primo piatto.","Excuse me, I would like to order the first course.",,,prenotare,pagare,ordinare,chiamare,C,A2,Ristorante (menu/prenotare/conti) (vocabolario),'Ordinare' means 'to order' food or drinks in a restaurant context.,https://www.lawlessitalian.com/vocabulary/restaurant/
Domani sera mangerò la pizza con gli amici.,Domani sera ___ la pizza con gli amici.,Tomorrow evening I will eat pizza with friends.,,,mangio,ho mangiato,mangiavo,mangerò,D,A2,Futuro Semplice,The future tense is used to express actions that will happen. 'Domani' indicates future time.,https://www.lawlessitalian.com/grammar/future/
Mi sveglio alle sette ogni giorno.,___ sveglio alle sette ogni giorno.,I wake up at seven every day.,,,Mi,Ti,Si,Ci,A,A2,Verbi Riflessivi (presente e passato prossimo),Reflexive verbs require reflexive pronouns. 'Svegliarsi' with 'io' uses 'mi'.,https://www.lawlessitalian.com/grammar/reflexive-verbs/
Abbiamo fatto i compiti insieme.,Abbiamo ___ i compiti insieme.,We did the homework together.,,,facciuto,fatto,facuto,fato,B,A2,Participio Passato (irregolari frequenti),The past participle of 'fare' is irregular: 'fatto'. This is one of the most common irregular past participles.,https://www.lawlessitalian.com/grammar/past-participle/
La vedo spesso al parco con il cane.,___ vedo spesso al parco con il cane.,I see her often at the park with the dog.,,,Le,Li,Lo,La,D,A2,Pronomi Diretti,The direct object pronoun 'la' means 'her' and precedes the conjugated verb.,https://www.lawlessitalian.com/grammar/direct-object-pronouns/
Devo comprare i biglietti dell'aereo per Napoli.,Devo comprare i ___ dell'aereo per Napoli.,I have to buy the plane tickets for Naples.,,,voli,biglietti,passaporti,bagagli,B,A2,"Viaggi (trasporti, biglietti) (vocabolario)",'I biglietti' means 'tickets' for transportation. 'Dell'aereo' specifies plane tickets.,https://www.lawlessitalian.com/vocabulary/travel/
La pizza italiana è più buona della pizza americana.,La pizza italiana è ___ buona della pizza americana.,Italian pizza is better than American pizza.,,,molto,più,meno,tanto,B,A2,Comparativi e Superlativi,'Più... di/della' forms the comparative of superiority. 'Più buona' means 'better' when comparing two things.,https://www.lawlessitalian.com/grammar/comparatives/
Ogni mattina mi sveglio alle sette e mezza.,Ogni mattina ___ sveglio alle sette e mezza.,Every morning I wake up at seven thirty.,,,mi,ti,si,ci,A,A2,Verbi Riflessivi (presente e passato prossimo),'Svegliarsi' is a reflexive verb requiring the reflexive pronoun 'mi' for first person singular. Reflexive pronouns must agree with the subject.,https://www.lawlessitalian.com/grammar/reflexive-verbs/
"Hai visto Marco? Sì, l'ho visto stamattina.","Hai visto Marco? Sì, ___'ho visto stamattina.","Have you seen Marco? Yes, I saw him this morning.",,,lo,li,l',le,C,A2,Pronomi Diretti,'Lo' is the masculine singular direct object pronoun replacing 'Marco'. Direct object pronouns precede the conjugated verb.,https://www.lawlessitalian.com/grammar/direct-object-pronouns/
"Il mio fidanzato è alto, bruno e molto simpatico.","Il mio fidanzato è alto, ___ e molto simpatico.","My boyfriend is tall, dark-haired and very nice.",,,bruna,bruno,bruni,brune,B,A2,Descrizioni Fisiche e del Carattere (vocabolario),'Bruno' (dark-haired) must agree with the masculine singular subject 'fidanzato'. Adjectives must match the gender and number of the noun they describe.,https://www.lawlessitalian.com/grammar/adjective-agreement/
Il nostro direttore arriva in ufficio alle otto ogni giorno.,Il nostro direttore arriva in ___ alle otto ogni giorno.,Our director arrives at the office at eight every day.,,,ufficio,l'ufficio,un ufficio,dell'ufficio,A,A2,Lavoro/Ufficio (vocabolario),The preposition 'in' with workplace locations typically doesn't require an article. 'In ufficio' (at/to the office) is the standard expression.,https://www.lawlessitalian.com/grammar/prepositions/
Vuoi venire al concerto con me sabato?,___ venire al concerto con me sabato?,Do you want to come to the concert with me on Saturday?,,,Puoi,Devi,Vuoi,Sai,C,A2,Verbi Modali (+ infinito),'Volere' expresses desire or willingness. It's followed directly by the infinitive 'venire'.,https://www.lawlessitalian.com/grammar/modal-verbs/
L'autobus per l'aeroporto parte ogni venti minuti.,___ per l'aeroporto parte ogni venti minuti.,The bus to the airport leaves every twenty minutes.,,,Il treno,L'autobus,La metro,Il taxi,B,A2,"Viaggi (trasporti, biglietti) (vocabolario)",'L'autobus' means 'the bus'. The article 'il' becomes 'l'' before vowels.,https://www.lawlessitalian.com/vocabulary/travel/
Prendiamo il volo delle diciotto per Napoli.,Prendiamo il ___ delle diciotto per Napoli.,We're taking the six o'clock flight to Naples.,,,biglietto,treno,volo,posto,C,A2,"Viaggi (trasporti, biglietti) (vocabolario)",'Il volo' means 'the flight'. 'Prendere il volo' is the standard expression for taking a flight.,https://www.lawlessitalian.com/vocabulary/travel/
"Questa maglietta costa troppo, ne prendo una più economica.","Questa maglietta costa troppo, ___ prendo una più economica.","This t-shirt costs too much, I'll take a cheaper one.",,,la,ne,li,ci,B,A2,Shopping (vocabolario),'Ne' replaces a previously mentioned noun with a partitive meaning. Here it means 'of them/one of them'.,https://www.lawlessitalian.com/grammar/pronoun-ne/
A colazione bevo sempre del caffè e mangio dei biscotti.,A colazione bevo sempre ___ caffè e mangio dei biscotti.,At breakfast I always drink some coffee and eat some cookies.,,,il,un,del,dal,C,A2,Articoli Partitivi,The partitive article 'del' (di + il) expresses 'some' with masculine singular uncountable nouns like coffee.,https://www.lawlessitalian.com/grammar/articles/partitive/
Vorrei delle verdure fresche per il pranzo.,Vorrei ___ verdure fresche per il pranzo.,I would like some fresh vegetables for lunch.,,,le,delle,alcune,dalle,B,A2,Articoli Partitivi,The partitive article 'delle' (di + le) expresses 'some' with feminine plural nouns.,https://www.lawlessitalian.com/grammar/articles/partitive/
"Cameriere, il pesce è incluso nel prezzo?","Cameriere, il pesce è incluso ___ prezzo?","Waiter, is the fish included in the price?",,,nel,del,sul,dal,A,A2,Ristorante (menu/prenotare/conti) (vocabolario),The contracted preposition 'nel' (in + il) indicates inclusion within something. Essential restaurant vocabulary.,https://www.lawlessitalian.com/vocabulary/restaurant/
Vado spesso al parco perché ci corro ogni mattina.,Vado spesso al parco perché ___ corro ogni mattina.,I often go to the park because I run there every morning.,,,li,ci,vi,ne,B,A2,Particella Ci,The particle 'ci' replaces a place previously mentioned. Here it refers back to 'al parco'.,https://www.lawlessitalian.com/grammar/pronouns/ci/
La settimana prossima partirò per le vacanze.,La settimana prossima ___ per le vacanze.,Next week I will leave for vacation.,,,parto,sono partito,partirò,partivo,C,A2,Futuro Semplice,The futuro semplice expresses future actions. 'La settimana prossima' requires future tense.,https://www.lawlessitalian.com/grammar/verbs/future/
Anna le ha spiegato la lezione di matematica.,Anna ___ ha spiegato la lezione di matematica.,Anna explained the math lesson to her.,,,la,le,li,gli,B,A2,Pronomi Indiretti,'Le' is the indirect object pronoun meaning 'to her'. It comes before the auxiliary verb in compound tenses.,https://www.lawlessitalian.com/grammar/pronouns/indirect-object/
Ho prenotato un posto sull'aereo per Roma.,Ho prenotato un posto ___ per Roma.,I booked a seat on the plane to Rome.,,,nell'aereo,sull'aereo,dall'aereo,all'aereo,B,A2,"Viaggi (trasporti, biglietti) (vocabolario)",The contracted preposition 'sull'aereo' (su + l'aereo) means 'on the plane'. Essential travel vocabulary.,https://www.lawlessitalian.com/vocabulary/travel/
Ho comprato delle scarpe nuove in centro.,Ho comprato ___ scarpe nuove in centro.,I bought some new shoes downtown.,,,le,delle,alle,nelle,B,A2,Shopping (vocabolario),The partitive article 'delle' expresses 'some' with feminine plural nouns like 'scarpe'.,https://www.lawlessitalian.com/grammar/partitive-articles/
"Hai della frutta fresca? Sì, ne ho molta.","Hai della frutta fresca? Sì, ___ ho molta.","Do you have some fresh fruit? Yes, I have a lot (of it).",,,la,ne,ci,le,B,A2,Particella Ne,"The particle 'ne' replaces a previously mentioned noun with a partitive article, meaning 'of it/them'.",https://www.lawlessitalian.com/grammar/ne/
Stasera andremo a teatro tutti insieme.,Stasera ___ a teatro tutti insieme.,Tonight we will go to the theater all together.,,,andiamo,siamo andati,andremo,andavamo,C,A2,"Programmi (piani futuri, inviti)",The future tense 'andremo' expresses plans for tonight. 'Stasera' indicates future time.,https://www.lawlessitalian.com/grammar/future/
"Vai spesso in palestra? Sì, ci vado tre volte alla settimana.","Vai spesso in palestra? Sì, ___ vado tre volte alla settimana.","Do you go to the gym often? Yes, I go there three times a week.",,,ci,vi,ne,li,A,A2,Particella Ci,The particle 'ci' means 'there' and replaces a previously mentioned place (in palestra).,https://www.lawlessitalian.com/grammar/ci/
"Abiti ancora a Milano? No, non ci abito più.","Abiti ancora a Milano? No, non ___ abito più.","Do you still live in Milan? No, I don't live there anymore.",,,ne,ci,vi,li,B,A2,Particella Ci,The particle 'ci' replaces a place previously mentioned (Milano). It means 'there'.,https://www.lawlessitalian.com/grammar/ci/
Vorrei della pasta e dell'acqua minerale.,Vorrei ___ pasta e dell'acqua minerale.,I would like some pasta and some mineral water.,,,la,una,della,alla,C,A2,Articoli Partitivi,The partitive article 'della' expresses 'some' with feminine singular uncountable nouns like 'pasta'.,https://www.lawlessitalian.com/grammar/partitive-articles/
Quando ero giovane abitavo in campagna.,Quando ero giovane ___ in campagna.,"When I was young, I used to live in the countryside.",,,abito,ho abitato,abitavo,abiterò,C,A2,Imperfetto,The imperfect tense describes ongoing states or habitual actions in the past. 'Quando ero' signals imperfect context.,https://www.lawlessitalian.com/grammar/imperfect/
Il cameriere ci porta il menu subito.,Il ___ ci porta il menu subito.,The waiter brings us the menu right away.,,,cuoco,cameriere,cliente,proprietario,B,A2,Ristorante (menu/prenotare/conti) (vocabolario),'Il cameriere' means 'the waiter' - the restaurant staff member who serves customers and brings menus.,https://www.lawlessitalian.com/vocabulary/restaurant/
Domani andrò al cinema con i miei amici.,Domani ___ al cinema con i miei amici.,Tomorrow I will go to the cinema with my friends.,,,andrò,vado,sono andato,andavo,A,A2,Futuro Semplice,The futuro semplice (simple future) is used to express actions that will happen in the future. 'Andrò' is the first person singular of 'andare' in the future tense.,https://www.lawlessitalian.com/grammar/verbs/future-tense/
Ho mal di testa e devo prendere un'aspirina.,Ho mal di ___ e devo prendere un'aspirina.,I have a headache and need to take an aspirin.,,,testa,stomaco,denti,schiena,A,A2,Salute (vocabolario),'Mal di testa' is the standard expression for headache in Italian. Other body parts would create different ailments.,https://www.lawlessitalian.com/vocabulary/health/
Devo prenotare l'autobus per andare a Roma.,Devo prenotare ___ per andare a Roma.,I need to book the bus to go to Rome.,,,l'autobus,la macchina,il taxi,l'aereo,A,A2,"Viaggi (trasporti, biglietti) (vocabolario)",Transportation vocabulary for travel. 'Prenotare' (to book/reserve) is commonly used with public transportation like buses.,https://www.lawlessitalian.com/vocabulary/transportation/
All'università studio economia e matematica.,___ studio economia e matematica.,At university I study economics and mathematics.,,,All'università,Nella scuola,Al liceo,In biblioteca,A,A2,Scuola e Università (vocabolario),'All'università' (at university) is the standard expression. The preposition 'a' contracts with the definite article to form 'all''.,https://www.lawlessitalian.com/vocabulary/school/
I bambini giocano nel parco con i loro amici.,I bambini giocano ___ parco con i loro amici.,The children play in the park with their friends.,,,nel,al,del,sul,A,A2,Preposizioni Articolate,'Nel' is the contraction of 'in + il'. We use 'in' to indicate being inside or within a place like a park.,https://www.lawlessitalian.com/grammar/prepositions/contractions/
Ho già finito i compiti di matematica.,Ho già ___ i compiti di matematica.,I have already finished the math homework.,,,finito,finire,finisco,finiva,A,A2,Participio Passato (irregolari frequenti),Past participle 'finito' is used with auxiliary 'avere' in passato prossimo to express completed actions.,https://www.lawlessitalian.com/grammar/present-perfect/
Tre anni fa abitavo in Francia.,Tre anni ___ abitavo in Francia.,Three years ago I lived in France.,,,fa,da,fra,per,A,A2,"Espressioni di Tempo (fa, da, tra/fra)",'Fa' is used to express 'ago' when referring to time that has passed since an event.,https://www.lawlessitalian.com/grammar/time-expressions/
Oggi il tempo è nuvoloso e freddo.,Oggi il tempo è ___ e freddo.,Today the weather is cloudy and cold.,,,nuvoloso,neve,pioggia,vento,A,A2,Tempo/Meteo (vocabolario),"'Nuvoloso' is the adjective meaning 'cloudy', agreeing with masculine singular 'tempo'.",https://www.lawlessitalian.com/vocabulary/weather/
L'anno prossimo farò un viaggio in Spagna.,L'anno prossimo ___ un viaggio in Spagna.,Next year I will take a trip to Spain.,,,farò,faccio,ho fatto,facevo,A,A2,Futuro Semplice,Future tense 'farò' (I will do/make) is used to express future plans with 'fare un viaggio'.,https://www.lawlessitalian.com/grammar/future-tense/
"Quando ero bambino, giocavo sempre nel parco.","Quando ___ bambino, giocavo sempre nel parco.","When I was a child, I always played in the park.",,,ero,sono stato,sono,sarò,A,A2,Imperfetto,"Imperfect 'ero' describes ongoing states in the past, especially in childhood descriptions.",https://www.lawlessitalian.com/grammar/imperfect/
Ogni mattina mi sveglio alle sette e faccio colazione.,Ogni mattina mi ___ alle sette e faccio colazione.,Every morning I wake up at seven and have breakfast.,,,sveglio,sveglia,svegliano,svegli,A,A2,Routine Quotidiana Dettagliata (vocabolario),Reflexive verb 'svegliarsi' in first person singular present: 'mi sveglio' (I wake up).,https://www.lawlessitalian.com/grammar/reflexive-verbs/
Marco mi ha prestato il libro e io lo leggerò domani.,Marco mi ha prestato il libro e io ___ leggerò domani.,Marco lent me the book and I will read it tomorrow.,,,lo,la,li,le,A,A2,Pronomi Diretti,'Lo' is the direct object pronoun for masculine singular nouns. It replaces 'il libro'.,https://www.lawlessitalian.com/grammar/pronouns/direct-object/
Dove sono le chiavi? Le ho messe sul tavolo.,Dove sono le chiavi? ___ ho messe sul tavolo.,Where are the keys? I put them on the table.,,,Li,Le,La,Lo,B,A2,Pronomi Diretti,'Le' is the direct object pronoun for feminine plural nouns. It replaces 'le chiavi' and the past participle agrees.,https://www.lawlessitalian.com/grammar/pronouns/direct-object/
Vado spesso dal dottore per i controlli.,Vado spesso ___ dottore per i controlli.,I often go to the doctor for checkups.,,,al,dal,nel,del,B,A2,Preposizioni Articolate,The contracted preposition 'dal' (da + il) is used with 'andare da' to indicate going to a person's place.,https://www.lawlessitalian.com/grammar/prepositions/contracted/
Vorrei della mozzarella fresca per la pizza.,Vorrei ___ mozzarella fresca per la pizza.,I would like some fresh mozzarella for the pizza.,,,la,una,della,dalla,C,A2,Articoli Partitivi,The partitive article 'della' (di + la) expresses 'some' with feminine singular uncountable nouns.,https://www.lawlessitalian.com/grammar/articles/partitive/
La sera guardo sempre le notizie prima di andare a letto.,La sera guardo sempre le notizie prima di ___ a letto.,In the evening I always watch the news before going to bed.,,,andare,vado,sono andato,andrò,A,A2,Routine Quotidiana Dettagliata (vocabolario),"After 'prima di' (before), the infinitive form of the verb is used. 'Andare a letto' means to go to bed.",https://www.lawlessitalian.com/grammar/verbs/infinitive/
"Questi jeans costano troppo, ne vorrei di più economici.","Questi jeans ___ troppo, ne vorrei di più economici.","These jeans cost too much, I would like cheaper ones.",,,costano,costa,costavano,costeranno,A,A2,Shopping (vocabolario),"'Jeans' is plural in Italian, so the verb 'costare' must be conjugated in third person plural: 'costano'.",https://www.lawlessitalian.com/vocabulary/shopping/
Il concerto di ieri sera mi è piaciuto moltissimo.,Il concerto di ieri sera ___ è piaciuto moltissimo.,I really liked last night's concert.,,,mi,ti,gli,ci,A,A2,"Piacere (con pronomi, passato)",The verb 'piacere' requires indirect object pronouns. 'Mi è piaciuto' means 'I liked it' (literally 'it was pleasing to me').,https://www.lawlessitalian.com/grammar/verbs/piacere/
La prossima settimana partiremo per le vacanze.,La prossima settimana ___ per le vacanze.,Next week we will leave for vacation.,,,partiamo,siamo partiti,partiremo,partivamo,C,A2,Futuro Semplice,The future tense expresses actions that will happen. 'La prossima settimana' indicates future time.,https://www.lawlessitalian.com/grammar/future/
I bambini giocano nel cortile della scuola.,I bambini giocano nel cortile ___ scuola.,The children play in the school courtyard.,,,di la,della,alla,nella,B,A2,Preposizioni Articolate,"The preposition 'di' combines with the definite article 'la' to form 'della', expressing possession or association.",https://www.lawlessitalian.com/grammar/articulated-prepositions/
Quanto costano questi pantaloni blu?,Quanto ___ questi pantaloni blu?,How much do these blue pants cost?,,,costa,costano,costate,costi,B,A2,Shopping (vocabolario),"The verb 'costare' must agree with the subject. 'Pantaloni' is plural, so we use 'costano'.",https://www.lawlessitalian.com/vocabulary/shopping/
Non posso venire alla festa perché devo lavorare.,Non ___ venire alla festa perché devo lavorare.,I can't come to the party because I have to work.,,,voglio,posso,devo,so,B,A2,Verbi Modali (+ infinito),The modal verb 'potere' (can/to be able to) is followed by an infinitive. 'Non posso' means 'I cannot'.,https://www.lawlessitalian.com/grammar/modal-verbs/
Le ragazze sono uscite insieme ieri sera.,Le ragazze sono ___ insieme ieri sera.,The girls went out together last night.,,,uscito,uscita,usciti,uscite,D,A2,"Passato Prossimo (essere/avere, accordo)",The verb 'uscire' uses 'essere' as auxiliary and the past participle must agree with the subject. 'Le ragazze' (feminine plural) requires 'uscite'.,https://www.lawlessitalian.com/grammar/past-participle-agreement/
Bevo del caffè ogni mattina prima di uscire.,Bevo ___ caffè ogni mattina prima di uscire.,I drink some coffee every morning before going out.,,,il,un,del,nel,C,A2,Articoli Partitivi,The partitive article 'del' expresses 'some' with masculine singular uncountable nouns like 'caffè'.,https://www.lawlessitalian.com/grammar/partitive-articles/
Ascolta bene quello che dice il professore!,___ bene quello che dice il professore!,Listen carefully to what the professor says!,,,Ascolti,Ascolta,Ascoltare,Ascolto,B,A2,Imperativo (tu/noi/voi),The imperative form for 'tu' with regular -are verbs is the same as the third person singular present tense.,https://www.lawlessitalian.com/grammar/imperative/
"Conosci Paolo? Sì, lo conosco da molti anni.","Conosci Paolo? Sì, ___ conosco da molti anni.","Do you know Paolo? Yes, I have known him for many years.",,,gli,lo,li,le,B,A2,Pronomi Diretti,The direct object pronoun 'lo' means 'him' and replaces the masculine singular direct object 'Paolo'.,https://www.lawlessitalian.com/grammar/direct-object-pronouns/
Ti ho comprato un regalo per il tuo compleanno.,___ ho comprato un regalo per il tuo compleanno.,I bought you a gift for your birthday.,,,Ti,Mi,Gli,Ci,A,A2,Pronomi Indiretti,Indirect object pronouns replace the person who receives the action. 'Ti' means 'to you' and comes before the conjugated verb.,https://www.lawlessitalian.com/grammar/pronouns/indirect-object/
Vado spesso in biblioteca per studiare.,Vado ___ in biblioteca per studiare.,I often go to the library to study.,,,spesso,mai,oggi,qui,A,A2,Avverbi di Frequenza/Tempo/Luogo,Adverbs of frequency like 'spesso' (often) typically come after the verb in Italian to indicate how frequently an action occurs.,https://www.lawlessitalian.com/grammar/adverbs/
L'anno prossimo viaggeremo in Europa.,L'anno prossimo ___ in Europa.,Next year we will travel to Europe.,,,viaggeremo,viaggiamo,abbiamo viaggiato,viaggiavamo,A,A2,Futuro Semplice,The future tense is used for actions that will happen in the future. 'Viaggeremo' is the first person plural future of 'viaggiare'.,https://www.lawlessitalian.com/grammar/verbs/future-tense/
Sto per partire per le vacanze.,___ per partire per le vacanze.,I'm about to leave for vacation.,,,Sto,Sono,Vado,Vengo,A,A2,Stare per + Infinito,"'Stare per + infinitive' expresses an action that is about to happen in the immediate future, similar to 'to be about to' in English.",https://www.lawlessitalian.com/grammar/verbs/stare-per/
Il mio professore è molto paziente e simpatico.,Il mio professore è molto ___ e simpatico.,My teacher is very patient and nice.,,,paziente,nervoso,arrabbiato,stanco,A,A2,Descrizioni Fisiche e del Carattere (vocabolario),Character description vocabulary. 'Paziente' (patient) is an adjective that describes personality traits and agrees with the masculine singular subject.,https://www.lawlessitalian.com/vocabulary/personality/
Ho finito i compiti due ore fa.,Ho finito i compiti due ore ___.,I finished my homework two hours ago.,,,fa,da,fra,dopo,A,A2,"Espressioni di Tempo (fa, da, tra/fra)",'Fa' is used to express 'ago' in Italian. It follows the time expression to indicate when something happened in the past.,https://www.lawlessitalian.com/grammar/prepositions/time/
Preferisco del vino rosso con la cena.,Preferisco ___ vino rosso con la cena.,I prefer some red wine with dinner.,,,del,il,un,di,A,A2,Confronto Articoli,Partitive article 'del' (di + il) expresses 'some' with masculine singular nouns starting with consonants.,https://www.lawlessitalian.com/grammar/partitive-articles/
D'inverno fa molto freddo e nevica spesso.,D'inverno ___ molto freddo e nevica spesso.,In winter it's very cold and it often snows.,,,fa,è,ha,viene,A,A2,Tempo/Meteo (vocabolario),'Fare' is used with weather expressions: 'fa freddo/caldo/bel tempo' (it's cold/hot/nice weather).,https://www.lawlessitalian.com/vocabulary/weather/
Oggi c'è il sole ma tira vento.,Oggi c'è il sole ma ___ vento.,Today it's sunny but it's windy.,,,tira,fa,è,viene,A,A2,Tempo/Meteo (vocabolario),'Tirare vento' is the idiomatic expression for 'to be windy' in Italian weather descriptions.,https://www.lawlessitalian.com/vocabulary/weather/
"Hai dei biscotti? Sì, ne ho alcuni in cucina.","Hai dei biscotti? Sì, ___ ho alcuni in cucina.","Do you have any cookies? Yes, I have some in the kitchen.",,,ne,li,ci,le,A,A2,Particella Ne,Particle 'ne' replaces the partitive 'dei biscotti' meaning 'some of them/any of them'.,https://www.lawlessitalian.com/grammar/ne-particle/
Paolo arriva sempre puntuale agli appuntamenti.,Paolo arriva ___ puntuale agli appuntamenti.,Paolo always arrives on time for appointments.,,,sempre,mai,spesso,qualche volta,A,A2,Avverbi di Frequenza/Tempo/Luogo,Adverb 'sempre' (always) indicates 100% frequency and typically comes before the main verb.,https://www.lawlessitalian.com/grammar/adverbs/
A Marco sono piaciuti molto i musei di Firenze.,A Marco ___ piaciuti molto i musei di Firenze.,Marco really liked the museums in Florence.,,,sono,hanno,è,ha,A,A2,"Piacere (con pronomi, passato)",Verb 'piacere' uses essere as auxiliary; past participle 'piaciuti' agrees with plural masculine subject 'i musei'.,https://www.lawlessitalian.com/grammar/piacere/
Ieri sera ho mangiato della pizza con i miei amici.,Ieri sera ho mangiato ___ pizza con i miei amici.,Last night I ate some pizza with my friends.,,,della,una,la,delle,A,A2,Articoli Partitivi,Partitive articles express 'some' or an unspecified quantity. 'Della' is the partitive article for feminine singular nouns like 'pizza'.,https://www.lawlessitalian.com/grammar/articles/partitive/
Maria è andata al supermercato stamattina.,Maria ___ andata al supermercato stamattina.,Maria went to the supermarket this morning.,,,ha,è,sono,aveva,B,A2,"Passato Prossimo (essere/avere, accordo)",The verb 'andare' (to go) is a motion verb that requires the auxiliary 'essere' in passato prossimo. The past participle agrees with the subject: 'andata' (feminine singular).,https://www.lawlessitalian.com/grammar/verbs/compound-tenses/passe-compose/
Dove li hai messi i tuoi libri?,Dove ___ hai messi i tuoi libri?,Where did you put your books?,,,li,le,lo,la,A,A2,Pronomi Diretti,Direct object pronouns replace direct objects. 'Li' replaces masculine plural nouns like 'libri'. Note the agreement in the past participle 'messi'.,https://www.lawlessitalian.com/grammar/pronouns/direct-object-pronouns/
Mi fa male la gola e ho la febbre alta.,Mi fa male la gola e ho la ___ alta.,My throat hurts and I have a high fever.,,,tosse,febbre,testa,voce,B,A2,Salute (vocabolario),Health vocabulary: 'avere la febbre' means 'to have a fever'. 'Febbre alta' means 'high fever'.,https://www.lawlessitalian.com/vocabulary/health/
Il dottore mi ha prescritto delle medicine per l'influenza.,Il dottore mi ha prescritto ___ medicine per l'influenza.,The doctor prescribed some medicine for the flu.,,,delle,le,alcune,molte,A,A2,Salute (vocabolario),"'Delle' is the partitive article for feminine plural nouns, expressing 'some' medicine. This is more natural than 'alcune' in this medical context.",https://www.lawlessitalian.com/grammar/articles/partitive/
Mio fratello è molto basso e ha i capelli biondi.,Mio fratello è molto ___ e ha i capelli biondi.,My brother is very short and has blond hair.,,,basso,alto,grasso,magro,A,A2,Descrizioni Fisiche e del Carattere (vocabolario),"Physical descriptions: 'basso' means 'short', contrasting with 'alto' (tall).",https://www.lawlessitalian.com/vocabulary/adjectives/descriptive-adjectives/
