complete_sentence,question_text,english_translation,hint,alternate_correct_responses,option_a,option_b,option_c,option_d,correct_option,cefr_level,topic,explanation,resource
Il film che abbiamo visto ieri sera era molto più interessante di quello della settimana scorsa.,Il film che abbiamo visto ieri sera era molto ___ interessante di quello della settimana scorsa.,The movie we watched last night was much more interesting than the one from last week.,,,più,molto,troppo,meno,A,B1,Comparativi e superlativi (irregolarità),Per esprimere un confronto di superiorità si usa 'più ... di'.,https://www.lawlessitalian.com/grammar/comparatives/
"Se avessi abbastanza tempo, imparerei a suonare il pianoforte.","Se avessi abbastanza tempo, ___ a suonare il pianoforte.","If I had enough time, I would learn to play the piano.",,,imparavo,imparerò,imparerei,imparassi,C,B1,Condizionale presente,Il periodo ipotetico dell’irrealtà usa il congiuntivo imperfetto nella protasi e il condizionale presente nell’apodosi.,https://www.lawlessitalian.com/grammar/conditional/
Le partite di calcio sono seguite da milioni di tifosi in tutto il mondo.,Le partite di calcio ___ seguite da milioni di tifosi in tutto il mondo.,Soccer matches are followed by millions of fans all over the world.,,,sono,è,siete,sia,A,B1,Passivo (con essere),La forma passiva si costruisce con 'essere' + participio passato concordato in genere e numero.,https://www.lawlessitalian.com/grammar/passive-voice/
Portami subito quel libro e mettilo sul tavolo.,___ subito quel libro e mettilo sul tavolo.,Bring me that book right away and put it on the table.,,,Portami,Portalo,Portati,Portagli,A,B1,"Imperativo (pronomi atoni, negazione)",Con l’imperativo affermativo i pronomi atoni si uniscono alla fine del verbo: 'portami'.,https://www.lawlessitalian.com/grammar/imperative/
"Non me ne parlare adesso, sono troppo stanco.","Non ___ parlare adesso, sono troppo stanco.","Don’t talk to me about it now, I’m too tired.",,,mi ne,me ne,ne me,me lo,B,B1,"Pronomi combinati (glielo, me ne)",I pronomi doppi seguono un ordine fisso: prima il pronome indiretto (me) poi 'ne'.,https://www.lawlessitalian.com/grammar/double-object-pronouns/
Preferisco la pizza margherita perché è più leggera delle altre.,Preferisco la pizza margherita perché è più ___ delle altre.,I prefer margherita pizza because it is lighter than the others.,,,leggera,leggero,leggeri,leggere,A,B1,Ristorante (recensioni/preferenze),L’aggettivo deve concordare in genere e numero con 'pizza margherita' (femminile singolare).,https://www.lawlessitalian.com/grammar/adjective-agreement/
Il mio passatempo preferito è leggere romanzi gialli la sera.,Il mio passatempo preferito è ___ romanzi gialli la sera.,My favorite hobby is reading mystery novels in the evening.,,,leggere,leggi,leggo,letto,A,B1,Sport e hobby (vocabolario),Dopo 'è' che introduce un’attività si usa l’infinito del verbo: 'leggere'.,https://www.lawlessitalian.com/grammar/infinitive/
La stanza con le pareti bianche e luminose è molto accogliente.,La stanza con le pareti bianche e ___ è molto accogliente.,The room with the white and bright walls is very cozy.,,,luminoso,luminose,luminosa,luminosi,B,B1,Descrizioni (dettaglio),L’aggettivo deve concordare in genere e numero con 'pareti' (femminile plurale): 'luminose'.,https://www.lawlessitalian.com/grammar/adjective-agreement/
"Se avessi più tempo, leggerei molti più libri.","Se avessi più tempo, ___ molti più libri.","If I had more time, I would read many more books.",,,leggerei,leggo,lessi,leggerò,A,B1,Condizionale presente,The conditional present 'leggerei' expresses a hypothetical situation depending on the condition 'Se avessi più tempo.',https://www.lawlessitalian.com/grammar/conditional/
Mi piacerebbe viaggiare di più l'anno prossimo.,Mi ___ viaggiare di più l'anno prossimo.,I would like to travel more next year.,,,piacerebbe,piace,piacque,piacerà,A,B1,Condizionale presente,'Mi piacerebbe' is the conditional present of 'piacere' and is used to politely express desires or wishes.,https://www.lawlessitalian.com/grammar/conditional/
In Italia si mangia molto bene.,In Italia ___ molto bene.,In Italy one eats very well.,,,si mangia,mangiano,si mangiano,mangia,A,B1,Si impersonale/si passivante,The impersonal form 'si mangia' expresses a general truth: 'people eat well in Italy.',https://www.lawlessitalian.com/grammar/si-impersonale/
Al ristorante ho ordinato una pizza ma avrei preferito la pasta.,Al ristorante ho ordinato una pizza ma avrei ___ la pasta.,At the restaurant I ordered a pizza but I would have preferred pasta.,,,preferito,preferita,preferire,preferendo,A,B1,Ristorante (recensioni/preferenze),The conditional past 'avrei preferito' expresses a hypothetical preference compared to what was actually chosen.,https://www.lawlessitalian.com/grammar/conditional/
Il concerto è stato organizzato da una famosa associazione culturale.,Il concerto ___ organizzato da una famosa associazione culturale.,The concert was organized by a famous cultural association.,,,è stato,era,sarà,fosse,A,B1,Passivo (con essere),The passive with 'essere' requires the auxiliary 'essere' + past participle. Here 'è stato organizzato' indicates a completed past action.,https://www.lawlessitalian.com/grammar/passive-voice/
Non dirmi bugie!,Non ___ bugie!,Don’t tell me lies!,,,dirmi,diremi,dirgli,dirò,A,B1,"Imperativo (pronomi atoni, negazione)","With negative imperative + infinitive, object pronouns attach to the infinitive: 'Non dirmi' (not 'Non mi dire').",https://www.lawlessitalian.com/grammar/imperative/
"A causa del ritardo del primo aereo, abbiamo perso la coincidenza per Roma.","A causa del ritardo del primo aereo, abbiamo perso la ___ per Roma.","Due to the delay of the first plane, we missed the connection to Rome.",,,coincidenza,partenza,prenotazione,destinazione,A,B1,Viaggi (reclami/imprevisti),'La coincidenza' is the specific Italian noun for a 'connecting flight' or 'connection'. The expression 'perdere la coincidenza' is the correct and common way to say 'to miss the connection'.,
"Questa torta è per la festa di stasera, non mangiarla!","Questa torta è per la festa di stasera, non ___!","This cake is for tonight's party, don't eat it!",informal 'you',,mangiarla,la mangiare,mangiala,la mangi,A,B1,"Imperativo (pronomi atoni, negazione)","The negative informal imperative (the 'tu' form) is constructed with 'non' + the infinitive of the verb. When adding a clitic pronoun like 'la' (it), the pronoun attaches to the end of the infinitive, forming one word: 'mangiarla'.",https://www.lawlessitalian.com/grammar/imperative-mood/
"Sei mai stato a Venezia? Sì, ci sono andato l'anno scorso.","Sei mai stato a Venezia? Sì, ___ sono andato l'anno scorso.","Have you ever been to Venice? Yes, I went there last year.",,,ci,ne,vi,lo,A,B1,Ci e ne (avanzato),"The pronoun 'ci' is used here as a locative pronoun to mean 'there', replacing 'a Venezia'. It indicates a location that has already been mentioned. 'Vi' can also mean 'there' but is more formal and less common in everyday speech.",https://www.lawlessitalian.com/grammar/adverbial-pronouns/ci/
C'è qualcuno alla porta? Non vedo nessuno.,C'è ___ alla porta? Non vedo nessuno.,Is there someone at the door? I don't see anyone.,,,qualcuno,niente,chiunque,qualcosa,A,B1,Pronomi indefiniti,"The indefinite pronoun 'qualcuno' means 'someone' or 'somebody' and is used to refer to an unspecified person. It is the correct choice for the question. 'Nessuno' (nobody/anyone) is its negative counterpart, used in the response.",https://www.lawlessitalian.com/grammar/indefinite-pronouns/
"Il mio cellulare è quasi scarico, devo trovare una presa per caricarlo.","Il mio cellulare è quasi scarico, devo trovare una presa per ___.","My cell phone is almost dead, I have to find an outlet to charge it.",,,caricarlo,scaricarlo,accenderlo,collegarlo,A,B1,Tecnologia (uso quotidiano),"The verb 'caricare' means 'to charge'. Since the phone's battery is 'scarico' (empty/discharged), it needs to be charged. The pronoun 'lo' (it) is attached to the infinitive 'caricare' because it follows the verb 'dovere'.",
In questa zona della città è difficile trovare parcheggio per l'auto.,In questa zona della città è difficile trovare ___ per l'auto.,"In this area of the city, it is difficult to find parking for the car.",,,parcheggio,garage,un posto,strada,A,B1,Casa e quartiere (problemi/soluzioni),"'Parcheggio' is the noun for 'parking'. The expression 'trovare parcheggio' is the most common and natural way to say 'to find parking'. While 'un posto' (a spot) could also work, 'parcheggio' is the more standard term.",
"Per risparmiare energia, ricordati di spegnere le luci quando esci da una stanza.","Per risparmiare energia, ricordati di ___ le luci quando esci da una stanza.","To save energy, remember to turn off the lights when you leave a room.",,,spegnere,accendere,cambiare,usare,A,B1,Ambiente (vocabolario e pratiche),"The verb 'spegnere' means 'to turn off' or 'to switch off'. In the context of saving energy ('risparmiare energia'), turning off the lights is a fundamental practice. 'Accendere' means 'to turn on'.",
Ieri non sono uscito perché avevo già visto quel film.,Ieri non sono uscito perché ___ già visto quel film.,I didn't go out yesterday because I had already seen that movie.,,,avevo,ho,ebbi,ero,A,B1,Trapassato prossimo,The 'trapassato prossimo' (pluperfect) is used to describe a past action that occurred before another past action. The action of seeing the film ('avevo visto') happened before the decision not to go out ('non sono uscito'). It is formed with the imperfect of the auxiliary ('avere' for the verb 'vedere') and the past participle.,https://www.lawlessitalian.com/grammar/past-tenses/pluperfect-tense/
"Se hai bisogno del mio dizionario, te lo presto volentieri.","Se hai bisogno del mio dizionario, ___ presto volentieri.","If you need my dictionary, I'll gladly lend it to you.",,,me lo,te lo,glielo,te la,B,B1,"Pronomi combinati (glielo, me ne)",I pronomi combinati uniscono un pronome indiretto e uno diretto. 'Te lo' significa 'a te' (te) + 'esso' (lo). 'Lo' sostituisce 'il dizionario' (maschile singolare).,https://www.lawlessitalian.com/grammar/pronouns/double-object-pronouns/
C'erano tante fragole e me ne sono mangiate un po'.,C'erano tante fragole e ___ sono mangiate un po'.,There were many strawberries and I ate some of them.,feminine speaker,,me le,te le,me ne,ce ne,C,B1,"Pronomi combinati (glielo, me ne)",Il pronome combinato 'me ne' è formato dal pronome riflessivo/indiretto 'mi' (che diventa 'me') e dal pronome partitivo 'ne' (di esse). Si usa per indicare una parte di un tutto. Il participio passato 'mangiate' concorda con 'fragole'.,https://www.lawlessitalian.com/grammar/pronouns/partitive-pronoun/
"Signora, se ha freddo, chiuda pure la finestra.","Signora, se ha freddo, ___ pure la finestra.","Madam, if you are cold, go ahead and close the window.",formal,,chiudi,chiudete,chiuda,chiudiamo,C,B1,"Imperativo (pronomi atoni, negazione)","L'imperativo formale (per 'Lei') usa la terza persona singolare del congiuntivo presente. Per il verbo 'chiudere', la forma è 'chiuda'.",https://www.lawlessitalian.com/grammar/verbs/imperative-mood/
"Ragazzi, la cena è pronta! Lavatevi le mani e venite a tavola.","Ragazzi, la cena è pronta! ___ le mani e venite a tavola.","Guys, dinner is ready! Wash your hands and come to the table.",,,Lavati,Si lavi,Lavatevi,Vi lavate,C,B1,"Imperativo (pronomi atoni, negazione)","Per l'imperativo informale plurale (voi), il pronome riflessivo ('vi') si attacca alla fine del verbo, formando una sola parola: 'lavate' + 'vi' = 'lavatevi'.",https://www.lawlessitalian.com/grammar/verbs/imperative-mood/
Vado molto d'accordo con i miei colleghi; siamo un ottimo team.,Vado molto ___ con i miei colleghi; siamo un ottimo team.,I get along very well with my colleagues; we are an excellent team.,,,bene,d'accordo,insieme,contento,B,B1,Relazioni,"L'espressione idiomatica 'andare d'accordo con qualcuno' significa avere un buon rapporto, trovarsi bene insieme.",
Cosa stavi facendo ieri pomeriggio quando ti ho chiamato?,Cosa ___ facendo ieri pomeriggio quando ti ho chiamato?,What were you doing yesterday afternoon when I called you?,,,stai,eri,stavi,sei stato,C,B1,Stare + gerundio (progressivo),"Per descrivere un'azione in corso di svolgimento nel passato (spesso interrotta da un'altra), si usa l'imperfetto del verbo 'stare' + il gerundio. 'Stavi' è l'imperfetto alla seconda persona singolare.",https://www.lawlessitalian.com/grammar/tenses/past-progressive/
La città in cui vivo è molto tranquilla e piena di verde.,La città in ___ vivo è molto tranquilla e piena di verde.,The city in which I live is very quiet and full of green spaces.,,,che,cui,quale,dove,B,B1,Pronomi relativi (che/cui),"Il pronome relativo 'cui' si usa sempre dopo una preposizione (come 'in', 'di', 'a', 'con', 'per') per collegare due frasi. Sostituisce 'il/la quale' o 'i/le quali'.",https://www.lawlessitalian.com/grammar/pronouns/relative-pronouns/
Non ho visto nessuno entrare in ufficio dopo le sei.,Non ho visto ___ entrare in ufficio dopo le sei.,I didn't see anyone enter the office after six.,,,qualcuno,chiunque,niente,nessuno,D,B1,Pronomi indefiniti,"Nelle frasi negative, 'nessuno' significa 'nessuna persona' (no one, nobody, anyone). Richiede la doppia negazione ('non... nessuno') quando segue il verbo.",https://www.lawlessitalian.com/grammar/pronouns/indefinite-pronouns/
Non preoccuparti! Vedrai che andrà tutto bene.,Non ___! Vedrai che andrà tutto bene.,Don't worry! You'll see that everything will be fine.,,ti preoccupare,ti preoccupa,preoccupati,preoccuparti,preoccupo,C,B1,"Imperativo (pronomi atoni, negazione)","The negative imperative for the 'tu' form is constructed with 'non' + the infinitive verb. For reflexive verbs, the clitic pronoun is attached to the end of the infinitive (preoccupare + ti -> preoccuparti).",https://www.lawlessitalian.com/grammar/verbs/imperative-mood/
"Se vieni in questo ristorante, devi assolutamente assaggiare la pasta alla carbonara.","Se vieni in questo ristorante, devi assolutamente ___ la pasta alla carbonara.","If you come to this restaurant, you absolutely must try the pasta alla carbonara.",,,assaggiato,assaggi,assaggiare,assaggiando,C,B1,Ristorante (recensioni/preferenze),"After a modal verb like 'dovere' (in this case, 'devi'), the following verb must always be in the infinitive form. 'Assaggiare' means 'to taste' or 'to try'.",https://www.lawlessitalian.com/grammar/verbs/modal-verbs/
"Al posto tuo, parlerei con il professore di questo problema.","Al posto tuo, ___ con il professore di questo problema.","If I were you, I would speak with the professor about this problem.",,,parlerò,parlerei,ho parlato,parlavo,B,B1,Condizionale presente,"The phrase 'Al posto tuo' (In your place) introduces a hypothetical situation, requiring the conditional tense ('condizionale presente') to give advice or state what one would do. 'Parlerei' is the first-person singular conditional of 'parlare'.",https://www.lawlessitalian.com/grammar/conditional-mood/
"Mentre leggevo un libro, il telefono ha squillato.","Mentre ___ un libro, il telefono ha squillato.","While I was reading a book, the telephone rang.",,,ho letto,leggevo,leggerò,leggo,B,B1,Imperfetto vs Passato prossimo,"The 'imperfetto' ('leggevo') describes a continuous background action in the past ('was reading'). This action was interrupted by a specific, completed event, which is expressed with the 'passato prossimo' ('ha squillato').",https://www.lawlessitalian.com/grammar/verbs/imperfect-vs-passato-prossimo/
Luca ha detto che era molto stanco e che andava a dormire.,Luca ha detto che ___ molto stanco e che andava a dormire.,Luca said that he was very tired and was going to sleep.,,,è,sarà,era,sia,C,B1,Discorso indiretto,"In indirect speech, when the main verb is in the past ('ha detto'), the tense of the reported clause shifts. A present tense in the direct quote ('Sono stanco') becomes an 'imperfetto' ('era stanco') in the indirect statement.",https://www.lawlessitalian.com/grammar/verbs/indirect-speech/
"Quando vado a fare la spesa, porto sempre delle borse riutilizzabili per evitare la plastica.","Quando vado a fare la spesa, porto sempre delle borse ___ per evitare la plastica.","When I go grocery shopping, I always bring reusable bags to avoid plastic.",,,nuove,costose,di carta,riutilizzabili,D,B1,Ambiente (vocabolario e pratiche),This question tests vocabulary related to environmental practices. 'Riutilizzabili' means 'reusable' and is the correct adjective to describe bags used to reduce plastic waste. It also correctly agrees with the feminine plural noun 'borse'.,
"Per ridurre l'inquinamento, bisogna risparmiare energia spegnendo le luci quando non servono.","Per ridurre l'inquinamento, ___ risparmiare energia spegnendo le luci quando non servono.","To reduce pollution, it is necessary to save energy by turning off lights when they are not needed.",,,bisogna,abbiamo bisogno,bisognerebbe,bisognerà,A,B1,Ambiente (vocabolario e pratiche),The impersonal verb 'bisogna' means 'it is necessary' or 'one must'. It is always used in the third-person singular and is followed directly by a verb in the infinitive form ('risparmiare').,https://www.lawlessitalian.com/grammar/verbs/impersonal-verbs/
"Se domani non piove, faremo una passeggiata in montagna.","Se domani non piove, ___ una passeggiata in montagna.","If it doesn't rain tomorrow, we will go for a walk in the mountains.",,,facciamo,faremmo,faremo,avremo fatto,C,B1,Periodo ipotetico (I tipo),The first type of hypothetical sentence ('periodo ipotetico della realtà') expresses a real possibility. It is formed with 'se' + present indicative in the subordinate clause ('se non piove') and the simple future ('faremo') in the main clause.,https://www.lawlessitalian.com/grammar/verbs/hypothetical-clauses/
Mi piacerebbe visitare l'Italia quest'estate.,Mi ___ visitare l'Italia quest'estate.,I would like to visit Italy this summer.,,,piacerebbe,piace,piaceva,piacerà,A,B1,Condizionale presente,The conditional 'piacerebbe' expresses a polite desire or wish about something one would like to do.,https://www.lawlessitalian.com/grammar/conditional/
Dovresti spegnere il telefono durante la riunione.,___ spegnere il telefono durante la riunione.,You should turn off your phone during the meeting.,,,Devi,Dovresti,Dovevi,Dovrai,B,B1,Condizionale presente,The conditional 'dovresti' expresses advice or a gentle suggestion rather than an obligation.,https://www.lawlessitalian.com/grammar/conditional/
Non riesco a connettermi al WiFi dell'hotel.,Non riesco a ___ al WiFi dell'hotel.,I can't connect to the hotel's WiFi.,,,connettermi,collegare,attaccare,unire,A,B1,Tecnologia (uso quotidiano),Connettersi is the reflexive verb used for connecting to networks or internet connections.,https://www.lawlessitalian.com/vocabulary/technology/
Devo caricare la batteria del mio smartphone.,Devo ___ la batteria del mio smartphone.,I need to charge my smartphone battery.,,,caricare,riempire,accendere,cambiare,A,B1,Tecnologia (uso quotidiano),Caricare is the specific verb used for charging electronic devices and batteries.,https://www.lawlessitalian.com/vocabulary/technology/
Mi ha detto che sarebbe arrivato in ritardo.,Mi ha detto che ___ arrivato in ritardo.,He told me that he would arrive late.,,,è,era,sarebbe,sarà,C,B1,Discorso indiretto,"In indirect speech, the conditional is used to express future actions from a past perspective.",https://www.lawlessitalian.com/grammar/indirect-speech/
"Se piove domani, resteremo a casa.","Se ___ domani, resteremo a casa.","If it rains tomorrow, we will stay home.",,,piove,pioveva,pioverà,è piovuto,A,B1,Periodo ipotetico (I tipo),"In first conditional sentences, the present tense is used in the 'se' clause when referring to possible future events.",https://www.lawlessitalian.com/grammar/conditional-sentences/
Il proprietario ha promesso di riparare l'ascensore entro domani.,Il proprietario ha promesso di ___ l'ascensore entro domani.,The landlord promised to fix the elevator by tomorrow.,,,riparare,cambiare,pulire,vendere,A,B1,Casa e quartiere (problemi/soluzioni),Riparare is the standard verb for fixing or repairing broken equipment or appliances.,https://www.lawlessitalian.com/vocabulary/house/
"Quando ero piccolo, andavo spesso al parco con mia nonna.","Quando ero piccolo, ___ spesso al parco con mia nonna.","When I was little, I used to go to the park often with my grandmother.",,,sono andato,andavo,vado,andrò,B,B1,Imperfetto vs Passato prossimo,"The imperfect 'andavo' expresses repeated habitual actions in the past, indicated by 'spesso'.",https://www.lawlessitalian.com/grammar/imperfect-past/
Non glielo posso dire adesso perché è troppo occupato.,Non ___ posso dire adesso perché è troppo occupato.,I can't tell it to him now because he's too busy.,,,glielo,gliele,gliela,glieli,A,B1,"Pronomi combinati (glielo, me ne)","Combined pronouns: gli (to him) + lo (it, masculine object) = glielo. The masculine pronoun 'lo' refers back to an understood masculine object.",https://www.lawlessitalian.com/grammar/pronouns/combined-pronouns
Te ne ho portate tre dal mercato stamattina.,Te ___ ho portate tre dal mercato stamattina.,I brought you three of them from the market this morning.,,,le,li,ne,la,C,B1,"Pronomi combinati (glielo, me ne)",The pronoun 'ne' means 'of them' and is used when referring to a quantity of something. Here it refers to three items from the market.,https://www.lawlessitalian.com/grammar/pronouns/ne
Me la devi restituire entro venerdì prossimo.,Me ___ devi restituire entro venerdì prossimo.,You have to return it to me by next Friday.,feminine object,,lo,li,la,le,C,B1,"Pronomi combinati (glielo, me ne)","Combined pronouns: me (to me) + la (it, feminine object) = me la. The feminine direct object pronoun 'la' agrees with a feminine noun being returned.",https://www.lawlessitalian.com/grammar/pronouns/combined-pronouns
Il nostro quartiere ha molti problemi di traffico che dobbiamo risolvere insieme.,Il nostro quartiere ha molti problemi di traffico che ___ risolvere insieme.,Our neighborhood has many traffic problems that we must solve together.,,,vogliamo,dobbiamo,possiamo,sappiamo,B,B1,Casa e quartiere (problemi/soluzioni),"Modal verb 'dovere' (must/have to) expresses necessity or obligation. The context suggests the problems are serious and require action, making 'dobbiamo' the most appropriate choice.",https://www.lawlessitalian.com/grammar/verbs/modal-verbs
Marco gioca a tennis meglio di tutti i suoi amici.,Marco gioca a tennis ___ di tutti i suoi amici.,Marco plays tennis better than all his friends.,,,bene,meglio,migliore,il migliore,B,B1,Comparativi e superlativi (irregolarità),"The comparative form of the adverb 'bene' (well) is 'meglio' (better). Since we're comparing how Marco plays versus his friends, we need the comparative adverb, not the adjective.",https://www.lawlessitalian.com/grammar/adjectives/comparative-superlative
Durante le vacanze mi piace fare escursioni in montagna con gli amici.,Durante le vacanze mi piace fare ___ in montagna con gli amici.,During vacation I like to go hiking in the mountains with friends.,,,passeggiate,escursioni,viaggi,giri,B,B1,Sport e hobby (vocabolario),"'Fare escursioni' is the standard Italian expression for 'to go hiking/trekking,' especially in mountain contexts. It's more specific than 'passeggiate' (walks) for mountain activities.",https://www.lawlessitalian.com/vocabulary/sports-activities
Mia cugina pratica nuoto da quando aveva dieci anni.,Mia cugina pratica ___ da quando aveva dieci anni.,My cousin has been practicing swimming since she was ten years old.,,,la nuotata,il nuotare,nuoto,nuotando,C,B1,Sport e hobby (vocabolario),'Praticare nuoto' (to practice swimming) uses the noun form 'nuoto' without an article. This is the standard way to express practicing a sport in Italian.,https://www.lawlessitalian.com/vocabulary/sports
"Quando ero bambina, ogni estate andavamo sempre al mare e costruivamo castelli di sabbia.","Quando ero bambina, ogni estate ___ sempre al mare e costruivamo castelli di sabbia.","When I was a child, every summer we would always go to the sea and build sand castles.",,,siamo andati,andavamo,andremo,andiamo,B,B1,Ricordi (narrazione estesa),"The imperfect tense 'andavamo' is used for habitual actions in the past. The phrase 'ogni estate' (every summer) indicates a repeated action, requiring the imperfect rather than perfect tense.",https://www.lawlessitalian.com/grammar/verbs/imperfect
Non te lo posso prestare perché l'ho già dato a mia sorella.,Non ___ lo posso prestare perché l'ho già dato a mia sorella.,I can't lend it to you because I already gave it to my sister.,,,ti,te,tu,tuo,B,B1,Verbi modali + pronomi clitici,"With modal verbs, clitic pronouns can be placed before the modal verb. Here 'te' (to you) combines with 'lo' (it) as 'te lo' before the modal verb 'posso.'",https://www.lawlessitalian.com/grammar/pronouns/clitic-pronouns
Gioco a tennis tutti i mercoledì sera con i miei colleghi del lavoro.,Gioco a tennis tutti ___ mercoledì sera con i miei colleghi del lavoro.,I play tennis every Wednesday evening with my work colleagues.,,,i,le,gli,lo,A,B1,Sport e hobby (vocabolario),"With days of the week in the plural to express recurring actions, use 'i' (tutti i mercoledì = every Wednesday).",https://www.lawlessitalian.com/grammar/articles-definite/
Nel nostro condominio si raccoglie la plastica ogni martedì mattina.,Nel nostro condominio ___ raccoglie la plastica ogni martedì mattina.,"In our building, plastic is collected every Tuesday morning.",,,si,ci,ne,gli,A,B1,Ambiente (vocabolario e pratiche),The impersonal 'si' is used to express general actions without specifying who performs them.,https://www.lawlessitalian.com/grammar/si-impersonal/
"Mi scusi, il mio bagaglio non è arrivato sul nastro trasportatore.","Mi scusi, il mio bagaglio non ___ arrivato sul nastro trasportatore.","Excuse me, my luggage hasn't arrived on the conveyor belt.",,,è,ha,sono,hanno,A,B1,Viaggi (reclami/imprevisti),The verb 'arrivare' (to arrive) uses the auxiliary 'essere' in compound tenses.,https://www.lawlessitalian.com/grammar/auxiliary-verbs/
Vorrei fare un reclamo perché l'aria condizionata della camera non funziona affatto.,Vorrei fare un reclamo perché l'aria condizionata della camera non funziona ___.,I would like to make a complaint because the room's air conditioning doesn't work at all.,,,affatto,niente,nulla,mai,A,B1,Viaggi (reclami/imprevisti),'Affatto' means 'at all' and is used to reinforce negation with 'non'.,https://www.lawlessitalian.com/grammar/negation/
In questo ristorante si mangia molto bene e si spende poco.,In questo ristorante ___ mangia molto bene e si spende poco.,"In this restaurant, one eats very well and spends little.",,,si,ci,ne,gli,A,B1,Si impersonale/si passivante,"The impersonal 'si' expresses general actions without specifying the subject (one eats, people eat).",https://www.lawlessitalian.com/grammar/si-impersonal/
Non dirgli niente di quello che è successo ieri sera!,Non ___ niente di quello che è successo ieri sera!,Don't tell him anything about what happened last night!,,,dirgli,gli dire,dici gli,dir gli,A,B1,"Imperativo (pronomi atoni, negazione)","In negative imperatives with 'tu', pronouns can attach to the infinitive: 'non dire' becomes 'non dirgli'.",https://www.lawlessitalian.com/grammar/imperative/
"Hai parlato con Maria dei nostri progetti? Sì, gliene ho parlato ieri.","Hai parlato con Maria dei nostri progetti? Sì, ___ ho parlato ieri.","Did you talk to Maria about our projects? Yes, I talked to her about them yesterday.",,,gliene,glielo,glieli,gliele,A,B1,Ci e ne (avanzato),'Gliene' combines 'gli' (to her/him) with 'ne' (of/about them) - parlare di qualcosa a qualcuno.,https://www.lawlessitalian.com/grammar/pronouns-combined/
Gli ho promesso il DVD e glielo spedisco domani.,Gli ho promesso il DVD e ___ spedisco domani.,I promised him the DVD and I will send it to him tomorrow.,,,glielo,me lo,te lo,ce lo,A,B1,"Pronomi combinati (glielo, me ne)",Per esprimere 'lo (il DVD)' + 'a lui' si usa il pronome combinato 'glielo'.,https://www.lawlessitalian.com/grammar/double-object-pronouns/
"Marta e Luca stanno insieme da tre anni, ma ancora non pensano al matrimonio.","Marta e Luca stanno insieme da tre anni, ma ancora non ___ al matrimonio.","Marta and Luca have been together for three years, but they’re not thinking about marriage yet.",,,pensano,pensa,pensiamo,pensi,A,B1,Relazioni,"Il soggetto è plurale ('Marta e Luca'), quindi si usa la terza persona plurale 'pensano'.",https://www.lawlessitalian.com/grammar/present-tense/
"Il volo è stato cancellato a causa della nebbia, quindi dobbiamo aspettare il prossimo.","Il volo ___ cancellato a causa della nebbia, quindi dobbiamo aspettare il prossimo.","The flight was cancelled because of the fog, so we have to wait for the next one.",,,è stato,sono stati,era,siete stati,A,B1,Viaggi (reclami/imprevisti),La forma passiva al passato prossimo richiede 'essere' + participio passato concordato: 'è stato cancellato'.,https://www.lawlessitalian.com/grammar/passive-voice/
"Non posso dirtelo adesso, ne parleremo più tardi.","Non posso ___ adesso, ne parleremo più tardi.","I can’t tell you now, we’ll talk about it later.",,,dirlo,dirtelo,dirti,dirglielo,B,B1,Verbi modali + pronomi clitici,"Con i verbi modali (potere, dovere, volere), i pronomi clitici possono attaccarsi all’infinito: 'dirtelo'.",https://www.lawlessitalian.com/grammar/modal-verbs/
"Quando eravamo bambini, passavamo le estati dai nonni in campagna.","Quando ___ bambini, passavamo le estati dai nonni in campagna.","When we were children, we spent summers at our grandparents’ house in the countryside.",,,siamo,eri,eravamo,era,C,B1,Ricordi (narrazione estesa),Si usa l’imperfetto per descrivere situazioni abituali nel passato: 'eravamo'.,https://www.lawlessitalian.com/grammar/imperfect/
"Non dirgli niente, voglio che sia una sorpresa.","Non ___ niente, voglio che sia una sorpresa.","Don’t tell him anything, I want it to be a surprise.",,,dirgli,dirlo,dirti,dirle,A,B1,"Imperativo (pronomi atoni, negazione)","Con l’imperativo negativo all’infinito, il pronome precede il verbo: 'non dirgli'.",https://www.lawlessitalian.com/grammar/imperative/
In Italia si beve molto caffè ogni giorno.,In Italia ___ beve molto caffè ogni giorno.,"In Italy, people drink a lot of coffee every day.",,,si,ci,lo,ne,A,B1,Si impersonale/si passivante,La costruzione impersonale usa 'si' + verbo alla terza persona: 'si beve'.,https://www.lawlessitalian.com/grammar/impersonal-si/
Quante mele hai comprato? Ne ho prese cinque.,Quante mele hai comprato? ___ ho prese cinque.,How many apples did you buy? I bought five of them.,,,Ci,Ne,Lo,Li,B,B1,Ci e ne (avanzato),'Ne' sostituisce un complemento introdotto da 'di' per quantità: 'ne ho prese cinque'.,https://www.lawlessitalian.com/grammar/ne/
"Camminando per il centro, ho incontrato un vecchio amico.","___ per il centro, ho incontrato un vecchio amico.","While walking through the city center, I met an old friend.",,,Camminando,Camminato,Cammino,Camminerò,A,B1,Gerundio (usi),The gerund 'camminando' expresses a simultaneous action: walking while something else happens.,https://www.lawlessitalian.com/grammar/gerund/
Il mio hobby preferito è suonare la chitarra.,Il mio hobby preferito ___ suonare la chitarra.,My favorite hobby is playing the guitar.,,,sono,è,era,sarà,B,B1,Sport e hobby (vocabolario),The singular subject 'hobby' requires the third person singular form 'è'.,https://www.lawlessitalian.com/grammar/essere/
