"complete_sentence","question_text","english_translation","hint","alternate_correct_responses","option_a","option_b","option_c","option_d","correct_option","cefr_level","topic","explanation","resource"
"Sono stanco, quindi vado a dormire presto.","Sono stanco, ___ vado a dormire presto.","I'm tired, so I'm going to sleep early.","","","quindi","perché","quando","se","A","A2","Congiunzioni e connettivi (base)","'Quindi' means 'therefore' or 'so' and introduces a consequence or result. It connects a cause (being tired) with its effect (going to sleep early).","https://www.lawlessitalian.com/grammar/conjunctions/"
"Ho già letto questo romanzo.","Ho già ___ questo romanzo.","I have already read this novel.","","","letto","legguto","leggere","leggo","A","A2","Participio passato (comuni; irregolari frequenti)","'Leggere' has an irregular past participle: 'letto'. It's used with 'avere' to form the passato prossimo: ho letto (I have read).","https://www.lawlessitalian.com/grammar/verbs/past-participle/"
"Mi puoi prestare la tua bicicletta?","Mi puoi ___ la tua bicicletta?","Can you lend me your bicycle?","","","prestare","prendere","restituire","dare","A","A2","Prestare e chiedere in prestito","'Prestare' means 'to lend' (you give something temporarily to someone). The construction is 'prestare qualcosa a qualcuno' or with indirect object pronouns 'mi presti...?' (will you lend me...?).","https://www.lawlessitalian.com/grammar/verbs/prestare/"
"Il mio ufficio si trova al quarto piano dell'edificio.","Il mio ufficio si trova al ___ piano dell'edificio.","My office is located on the fourth floor of the building.","","","quattro","quarto","quarta","quarti","B","A2","Numeri ordinali","Ordinal numbers are used for floor numbers in Italian. 'Quarto' (fourth) agrees with the masculine singular noun 'piano'. Cardinal numbers like 'quattro' are not used for floors.","https://www.lawlessitalian.com/grammar/ordinal-numbers/"
"Di solito prendo il caffè prima di uscire di casa.","Di solito prendo il caffè ___ di uscire di casa.","I usually have coffee before leaving the house.","","","dopo","mentre","prima","quando","C","A2","Avverbi di frequenza/tempo/luogo","The temporal expression 'prima di' (before) is used before an infinitive verb. 'Dopo' means after, 'mentre' means while, and 'quando' means when.","https://www.lawlessitalian.com/grammar/adverbs/"
"Oggi il tempo è brutto, piove e tira vento.","Oggi il tempo è brutto, piove e ___ vento.","Today the weather is bad, it's raining and it's windy.","","","fa","tira","c'è","è","B","A2","Tempo (weather) – esteso","The expression 'tirare vento' is the correct idiom for 'to be windy' in Italian. While 'fa vento' is also used, 'tira vento' is the standard expression when paired with 'piove'.","https://www.lawlessitalian.com/vocabulary/weather/"
"Possiamo dividere il conto o preferite pagare separatamente?","Possiamo dividere il ___ o preferite pagare separatamente?","Can we split the bill or do you prefer to pay separately?","","","menu","tavolo","conto","prezzo","C","A2","Ristorante (menu/prenotare/conti)","'Dividere il conto' is the standard Italian expression for 'to split the bill' at a restaurant. 'Conto' means bill/check in a restaurant context.","https://www.lawlessitalian.com/vocabulary/restaurant/"
"Mi piacerebbe visitare Venezia, però i biglietti del treno sono cari.","Mi piacerebbe visitare Venezia, ___ i biglietti del treno sono cari.","I would like to visit Venice, but the train tickets are expensive.","","","e","però","quindi","perché","B","A2","Congiunzioni e connettivi (base)","'Però' (but/however) is a conjunction used to express contrast between two clauses. It introduces an obstacle or contrary idea to what was previously stated. 'Quindi' means therefore, 'perché' means because, and 'e' means and.","https://www.lawlessitalian.com/grammar/conjunctions/"
"Mi piace studiare l'italiano perché è una lingua bellissima.","Mi piace studiare l'italiano ___ è una lingua bellissima.","I like studying Italian because it is a beautiful language.","","","perché","però","quindi","invece","A","A2","Congiunzioni e connettivi (base)","Perché (because) introduces a causal clause explaining the reason for liking Italian. Però (however) and invece (instead) show contrast, while quindi (therefore) shows consequence.","https://www.lawlessitalian.com/grammar/conjunctions/"
"Mi puoi prestare il tuo ombrello?","Mi puoi ___ il tuo ombrello?","Can you lend me your umbrella?","","","prestare","prendere in prestito","restituire","dare in prestito","A","A2","Prestare e chiedere in prestito","Prestare means 'to lend' (you give to someone else). The speaker is asking someone to lend them an umbrella. Prendere in prestito means 'to borrow' (you receive), which would require a different sentence structure.","https://www.lawlessitalian.com/vocabulary/prestare-prendere-in-prestito/"
"Non bevo mai caffè dopo cena.","Non bevo ___ caffè dopo cena.","I never drink coffee after dinner.","","","mai","sempre","spesso","ancora","A","A2","Forme negative composte (non...mai, non...niente, ecc.)","Non...mai is the double negative construction meaning 'never' in Italian. Unlike English, Italian requires both non and mai together.","https://www.lawlessitalian.com/grammar/adverbs/negative-adverbs/"
"Non ho più voglia di uscire stasera.","Non ho ___ voglia di uscire stasera.","I don't feel like going out tonight anymore.","","","più","ancora","mai","sempre","A","A2","Forme negative composte (non...mai, non...niente, ecc.)","Non...più means 'not anymore' or 'no longer'. It indicates that something that was true before is no longer true. Non...ancora means 'not yet', which doesn't fit the context.","https://www.lawlessitalian.com/grammar/adverbs/negative-adverbs/"
"Questa borsa è più cara di quella.","Questa borsa è ___ cara di quella.","This bag is more expensive than that one.","","","più","meno","molto","troppo","A","A2","Comparativi e superlativi (base)","Più...di forms the comparative of superiority (more...than). The construction is più + adjective + di for comparisons between nouns.","https://www.lawlessitalian.com/grammar/adjectives/comparative-superlative/"
"Quanto costa questo maglione?","Quanto ___ questo maglione?","How much does this sweater cost?","","","costa","costano","coste","costi","A","A2","Shopping","Costa is the third person singular form of costare (to cost). The subject 'questo maglione' (this sweater) is singular, requiring the singular verb form.","https://www.lawlessitalian.com/vocabulary/shopping/"
"In Italia si parla italiano.","In Italia ___ parla italiano.","In Italy people speak Italian.","","","si","ci","gli","ne","A","A2","Si Impersonale","Si + third person verb forms the impersonal construction meaning 'one/we/people' in general. Si parla means 'people speak' or 'one speaks' in an impersonal sense.","https://www.lawlessitalian.com/grammar/pronouns/impersonal-si/"
"Per andare a Roma, dobbiamo comprare due biglietti di andata e ritorno.","Per andare a Roma, dobbiamo comprare due ___ di andata e ritorno.","To go to Rome, we must buy two round-trip tickets.","","","biglietti","valigie","binari","orari","A","A2","Viaggi (trasporti, biglietti)","In the context of train travel ('andata e ritorno'), 'biglietti' (tickets) is the logical noun. 'Valigie' are suitcases, 'binari' are platforms, and 'orari' are schedules.","https://www.lawlessitalian.com/vocabulary/train-travel/"
"Cameriere, potrei avere il menu, per favore? Vorrei ordinare.","Cameriere, potrei avere il ___, per favore? Vorrei ordinare.","Waiter, could I have the menu, please? I would like to order.","","","conto","piatto","tavolo","menu","D","A2","Ristorante (menu/prenotare/conti)","Since the speaker says 'Vorrei ordinare' (I would like to order), they need the 'menu'. You ask for the 'conto' (bill) only after eating.","https://www.lawlessitalian.com/vocabulary/restaurant/"
"Le ragazze sono partite per le vacanze stamattina.","Le ragazze ___ partite per le vacanze stamattina.","The girls left for vacation this morning.","","","hanno","sono","è","siamo","B","A2","Passato prossimo (reg/irr; essere/avere; accordo)","'Partire' is a verb of movement and requires 'essere' as the auxiliary. The subject 'Le ragazze' is third-person plural, so the correct form is 'sono'.","https://www.lawlessitalian.com/grammar/passato-prossimo/"
"Vuoi dello zucchero nel caffè?","Vuoi ___ zucchero nel caffè?","Do you want some sugar in your coffee?","","","del","della","dello","degli","C","A2","Articoli partitivi","'Zucchero' is a masculine singular noun starting with 'z'. Therefore, it takes the definite article 'lo', combining with 'di' to form the partitive 'dello'.","https://www.lawlessitalian.com/grammar/partitive-articles/"
"Purtroppo non posso venire alla festa stasera, devo studiare.","Purtroppo non ___ venire alla festa stasera, devo studiare.","Unfortunately I cannot come to the party tonight, I have to study.","","","voglio","posso","devo","so","B","A2","Verbi modali + infinito","The context implies inability due to an obligation (studying). 'Posso' (from potere - to be able to) expresses the possibility or ability to attend.","https://www.lawlessitalian.com/grammar/modal-verbs/"
"Apri il libro e leggi la quarta pagina.","Apri il libro e leggi la ___ pagina.","Open the book and read the fourth page.","","","quarta","quattro","quarti","quarto","A","A2","Numeri ordinali","Ordinal numbers function as adjectives and must agree in gender and number. 'Pagina' is feminine singular, so 'quarto' becomes 'quarta'.","https://www.lawlessitalian.com/grammar/ordinal-numbers/"
"Ogni mattina mi lavo i denti subito dopo colazione.","Ogni mattina ___ i denti subito dopo colazione.","Every morning I brush my teeth right after breakfast.","Reflexive verb, first person singular","","mi lavo","lavo","si lava","ti lavi","A","A2","Routine quotidiana dettagliata","Reflexive verbs (verbi riflessivi) describe daily routine actions done to oneself. 'Io' (I) requires the reflexive pronoun 'mi' and the conjugation 'lavo'.","https://www.lawlessitalian.com/grammar/reflexive-verbs/"
"Per preparare questo dolce serve dello zucchero.","Per preparare questo dolce serve ___ zucchero.","To make this dessert, some sugar is needed.","","","dello","del","il","un","A","A2","Articoli partitivi","The partitive article expresses 'some'. Since 'zucchero' is masculine singular and starts with 'z', it requires 'dello' (like the definite article 'lo').","https://www.lawlessitalian.com/grammar/partitive-articles/"
"Da bambini andavamo ogni estate al mare con i nostri cugini.","Da bambini ___ ogni estate al mare con i nostri cugini.","As children we used to go to the seaside every summer with our cousins.","First person plural","","andavamo","siamo andati","andiamo","andavano","A","A2","Ricordi (narrazione semplice)","The 'imperfetto' (imperfect tense) is used to describe habitual actions or repeated events in the past, such as going to the beach 'every summer'.","https://www.lawlessitalian.com/grammar/imperfetto/"
"Marco non può uscire adesso, sta facendo i compiti.","Marco non può uscire adesso, ___ i compiti.","Marco can't go out right now, he is doing his homework.","","","sta facendo","sta fare","è facendo","faccia","A","A2","Stare + Gerundio","To describe an action happening right now, Italian uses the verb 'stare' conjugated in the present + the gerund (fare -> facendo).","https://www.lawlessitalian.com/grammar/stare-gerund/"
"Non ho mai visitato Firenze, ma vorrei andarci presto.","Non ho ___ visitato Firenze, ma vorrei andarci presto.","I have never visited Florence, but I would like to go there soon.","","","mai","niente","nessuno","sempre","A","A2","Forme negative composte (non...mai, non...niente, ecc.)","The double negative construction 'non... mai' means 'never'. It surrounds the auxiliary verb in compound tenses (Non ho mai visitato).","https://www.lawlessitalian.com/grammar/negative-adverbs/"
"A Maria sono piaciute molto le scarpe che ha visto in vetrina.","A Maria ___ molto le scarpe che ha visto in vetrina.","Maria really liked the shoes she saw in the shop window.","","","sono piaciute","è piaciuta","sono piaciuti","ha piaciuto","A","A2","Piacere (con pronomi; passato)","In the Passato Prossimo, 'piacere' uses 'essere' and the past participle must agree with the thing liked ('le scarpe' -> feminine plural -> 'piaciute').","https://www.lawlessitalian.com/grammar/piacere/"
"Non ho fame, quindi non mangio niente.","Non ho fame, ___ non mangio niente.","I am not hungry, therefore I am not eating anything.","Indicates a consequence or result","perciò; allora","quindi","perché","quando","ma","A","A2","Congiunzioni e connettivi (base)","'Quindi' (therefore/so) is used to express a consequence. 'Perché' expresses cause, 'quando' expresses time, and 'ma' expresses contrast.","https://www.lawlessitalian.com/grammar/conjunctions/"
"Hai spedito il pacco a Luca? Sì, glielo ho spedito stamattina.","Hai spedito il pacco a Luca? Sì, ___ ho spedito stamattina.","Did you send the package to Luca? Yes, I sent it to him this morning.","Combination of 'to him' + 'it'","","glielo","gliela","telo","melo","A","A2","Pronomi Combinati","We need the indirect object 'a Luca' (gli) and the direct object 'il pacco' (lo). When combined, 'gli' + 'lo' becomes 'glielo'.","https://www.lawlessitalian.com/grammar/combined-pronouns/"
"Ho visto solo qualche studente in biblioteca.","Ho visto solo ___ studente in biblioteca.","I saw only a few students in the library.","Requires a singular noun despite plural meaning","","qualche","alcuni","molti","pochi","A","A2","Aggettivi e Pronomi Indefiniti","The indefinite adjective 'qualche' (some/a few) is invariant and must always be followed by a singular noun ('studente'), even though the meaning is plural.","https://www.lawlessitalian.com/grammar/indefinite-adjectives/"
"In Italia si mangia la pizza molto spesso.","In Italia ___ la pizza molto spesso.","In Italy, one eats pizza very often.","","","si mangia","si mangiano","ci mangiamo","lo mangia","A","A2","Si Impersonale","With the impersonal 'si', the verb is singular if the direct object that follows ('la pizza') is singular.","https://www.lawlessitalian.com/grammar/si-impersonale/"
"In quell'edicola si vendono molti giornali stranieri.","In quell'edicola ___ molti giornali stranieri.","Many foreign newspapers are sold at that newsstand.","","","si vendono","si vende","vendono","vende","A","A2","Si Impersonale","This is the 'si passivante' construction. Because the object 'molti giornali stranieri' is plural, the verb must also be plural ('si vendono').","https://www.lawlessitalian.com/grammar/si-impersonale/"
"Luigi non parla molto con gli altri, è un ragazzo timido.","Luigi non parla molto con gli altri, è un ragazzo ___.","Luigi doesn't talk much with others, he is a shy boy.","","","timido","aperto","chiacchierone","simpatico","A","A2","Descrizioni fisiche e del carattere","'Timido' means shy, which fits the description of someone who doesn't talk much. 'Aperto' (open) and 'chiacchierone' (chatty) are opposites.","https://www.lawlessitalian.com/vocabulary/personality/"
"Ieri sera Maria è uscita con le sue amiche.","Ieri sera Maria ___ con le sue amiche.","Last night Maria went out with her friends.","","","è uscita","ha uscito","è uscito","ha uscita","A","A2","Passato prossimo (reg/irr; essere/avere; accordo)","'Uscire' is a verb of movement/state change, so it takes 'essere'. The past participle must agree with the subject 'Maria' (feminine singular), becoming 'uscita'.","https://www.lawlessitalian.com/grammar/passato-prossimo-essere/"
"Quanti biscotti vuoi? Ne voglio solo due.","Quanti biscotti vuoi? ___ voglio solo due.","How many cookies do you want? I only want two.","","","Ne","Ci","Li","Le","A","A2","Particella ne (base)","La particella «ne» sostituisce un nome introdotto da «di» indicando quantità.","https://www.lawlessitalian.com/grammar/ne/"
"Vado spesso al mercato vicino a casa.","Vado ___ al mercato vicino a casa.","I often go to the market near my home.","","","spesso","presto","lì","mai","A","A2","Avverbi di frequenza/tempo/luogo","«Spesso» è un avverbio di frequenza che indica un'azione abituale.","https://www.lawlessitalian.com/grammar/adverbs/"
"La ragazza che vedo ogni mattina è molto simpatica.","La ragazza ___ vedo ogni mattina è molto simpatica.","The girl whom I see every morning is very nice.","","","chi","cui","che","la quale","C","A2","Pronomi Relativi","Il pronome relativo «che» sostituisce il complemento oggetto ed è la forma più comune.","https://www.llawlessitalian.com/grammar/relative-pronouns/"
"Ha i capelli ricci e castani.","Ha i capelli ___ e castani.","He/She has curly, brown hair.","","","ricci","ricco","riccia","ricce","A","A2","Descrizioni fisiche e del carattere","L'aggettivo «ricci» concorda con «i capelli», che è maschile plurale.","https://www.lawlessitalian.com/vocabulary/hair/"
"Vorrei uscire, ma devo studiare per l’esame.","Vorrei uscire, ___ devo studiare per l’esame.","I would like to go out, but I have to study for the exam.","","","perché","quindi","ma","allora","C","A2","Congiunzioni e connettivi (base)","«Ma» introduce un contrasto tra due idee.","https://www.lawlessitalian.com/grammar/conjunctions/"
"Non trovo le mie chiavi. Tu le vedi?","Non trovo le mie chiavi. Tu ___ vedi?","I can't find my keys. Do you see them?","","","le","li","la","lo","A","A2","Pronomi diretti","The object is 'le mie chiavi' (feminine plural). The direct object pronoun must agree in gender and number, so 'le' is the correct form.","https://www.lawlessitalian.com/grammar/direct-object-pronouns/"
"Marta abita a Milano da tre anni.","Marta abita ___ Milano da tre anni.","Marta has lived in Milan for three years.","","","in","a","da","su","B","A2","Preposizioni Semplici","With names of cities (Milano), the preposition 'a' is used to indicate location or destination.","https://www.lawlessitalian.com/grammar/preposition-a/"
"Mia sorella vive in Francia per lavoro.","Mia sorella vive ___ Francia per lavoro.","My sister lives in France for work.","","","a","di","in","per","C","A2","Preposizioni Semplici","With names of countries, regions, and continents (Francia), the preposition 'in' is used to indicate location.","https://www.lawlessitalian.com/grammar/preposition-in/"
"Dopo cena ci rilassiamo sul divano in salotto.","Dopo cena ci rilassiamo sul ___ in salotto.","After dinner we relax on the sofa in the living room.","","","divano","armadio","specchio","lavandino","A","A2","Casa e quartiere","The 'divano' (sofa) is the logical piece of furniture for relaxing in the 'salotto' (living room). The other options belong in a bedroom (armadio) or bathroom (lavandino).","https://www.lawlessitalian.com/vocabulary/furniture/"
"Quando abitavo a Roma, prendevo l'autobus tutti i giorni.","Quando abitavo a Roma, ___ l'autobus tutti i giorni.","When I lived in Rome, I took the bus every day.","","","ho preso","prendevo","prendo","prenderò","B","A2","Imperfetto (introduzione)","The imperfect tense (prendevo) is required here because the sentence describes a habitual action ('tutti i giorni') in the past ('Quando abitavo').","https://www.lawlessitalian.com/grammar/imperfetto/"
"Domani ho un esame molto difficile all'università.","Domani ho un ___ molto difficile all'università.","Tomorrow I have a very difficult exam at the university.","","","voto","banco","esame","mensa","C","A2","Scuola/Università (base)","In an academic context, an 'esame' (exam) is something you take that can be described as difficult. A 'voto' is the result you get afterwards.","https://www.lawlessitalian.com/vocabulary/school/"
"Signor Rossi, venga pure nel mio ufficio, prego.","Signor Rossi, ___ pure nel mio ufficio, prego.","Mr. Rossi, please come into my office.","Formal imperative (Lei), irregular verb 'venire'","","venga","vieni","venite","viene","A","A2","Imperativo Formale","When addressing someone formally (Signor Rossi), the imperative uses the third person singular (Lei) form of the subjunctive. For 'venire', the form is 'venga'.","https://www.lawlessitalian.com/grammar/formal-imperative/"
"Oggi la lezione di storia inizia alle dieci.","Oggi la ___ di storia inizia alle dieci.","Today the history lesson starts at ten.","","","lezione","matita","mensa","biblioteca","A","A2","Scuola/Università (base)","In a school context, a 'lezione' is the specific class or lecture that takes place at a certain time.","https://www.lawlessitalian.com/vocabulary/school/"
"Non mangio la carne perché sono vegetariana.","Non mangio la carne ___ sono vegetariana.","I don't eat meat because I am a vegetarian.","","","perché","ma","quindi","o","A","A2","Congiunzioni e connettivi (base)","'Perché' is used to introduce a cause or reason (because). 'Ma' expresses contrast, 'quindi' expresses a result, and 'o' offers a choice.","https://www.lawlessitalian.com/grammar/conjunctions/"
"Ho visto tua sorella e le ho dato il tuo messaggio.","Ho visto tua sorella e ___ ho dato il tuo messaggio.","I saw your sister and I gave her your message.","Indirect object pronoun","","le","la","gli","lo","A","A2","Pronomi indiretti","The verb 'dare' (to give) takes an indirect object (dare a qualcuno). Since 'sorella' is feminine singular, the indirect pronoun is 'le' (to her).","https://www.lawlessitalian.com/grammar/indirect-object-pronouns/"
"Marco, chiudi la finestra per favore, fa freddo.","Marco, ___ la finestra per favore, fa freddo.","Marco, close the window please, it's cold.","Informal imperative (tu)","","chiudi","chiuda","chiude","chiuso","A","A2","Imperativo (tu/noi/voi; base)","When addressing a friend or family member by first name (Marco), use the informal 'tu' imperative. For regular -ere verbs like 'chiudere', the form ends in 'i'.","https://www.lawlessitalian.com/grammar/imperative/"
"Domenica andiamo tutti allo stadio per la partita.","Domenica andiamo tutti ___ stadio per la partita.","Sunday we are all going to the stadium for the match.","","","allo","al","nello","a lo","A","A2","Preposizioni articolate","The preposition 'a' combines with the article 'lo' (required because 'stadio' starts with s + consonant) to form 'allo'.","https://www.lawlessitalian.com/grammar/preposition-a/"
"Ho dimenticato gli occhiali sulla scrivania.","Ho dimenticato gli occhiali ___ scrivania.","I left my glasses on the desk.","","","sulla","su la","nella","dalla","A","A2","Preposizioni articolate","The preposition 'su' (on) combines with the feminine singular article 'la' (for 'scrivania') to form the mandatory contraction 'sulla'.","https://www.lawlessitalian.com/grammar/preposition-su/"
"Ho dimenticato il portafoglio. Mi potresti prestare dieci euro?","Ho dimenticato il portafoglio. Mi potresti ___ dieci euro?","I forgot my wallet. Could you lend me ten euros?","To give something temporarily","","prestare","prendere in prestito","restituire","spendere","A","A2","Prestare e chiedere in prestito","'Prestare' means to lend (give temporarily). 'Prendere in prestito' means to borrow (receive). Since the subject is 'you' (tu) giving the money to 'me' (mi), the correct verb is 'prestare'.","https://www.lawlessitalian.com/vocabulary/borrow-lend/"
"Le chiavi di casa sono nello zaino.","Le chiavi di casa sono ___ zaino.","The house keys are in the backpack.","in + the (singular)","","nello","nel","nell'","nei","A","A2","Preposizioni articolate","The noun 'zaino' is masculine singular and starts with 'z', so it requires the definite article 'lo'. The contraction of 'in' + 'lo' is 'nello'.","https://www.lawlessitalian.com/grammar/preposition-articles/"
"Domani ho un esame importante, quindi devo studiare tutto il giorno.","Domani ho un esame importante, quindi ___ studiare tutto il giorno.","Tomorrow I have an important exam, so I must study all day.","Expresses necessity/obligation","","devo","posso","voglio","so","A","A2","Verbi modali + infinito","The context implies an obligation or necessity because of the exam. 'Devo' (form of dovere - must/have to) is the correct modal verb here.","https://www.lawlessitalian.com/grammar/dovere-vs-bisognare/"
"Per fare questa torta dobbiamo comprare dello zucchero.","Per fare questa torta dobbiamo comprare ___ zucchero.","To make this cake we need to buy some sugar.","","","dello","del","della","degli","A","A2","Articoli partitivi","'Zucchero' is a masculine singular noun starting with 'z', so it takes the article 'lo'. Therefore, the partitive article (di + lo) becomes 'dello'.","https://www.lawlessitalian.com/grammar/partitive-articles/"
"Questi pantaloni sono troppo stretti. Avete una taglia più grande?","Questi pantaloni sono troppo stretti. Avete una ___ più grande?","These pants are too tight. Do you have a larger size?","Refers to clothing size","","taglia","numero","moda","vestito","A","A2","Shopping","In Italian, 'taglia' is used for the size of clothes (S, M, L, etc.), while 'numero' is used for the size of shoes.","https://www.lawlessitalian.com/vocabulary/shopping/"
"Prendi l'ombrello perché fuori piove.","Prendi l'ombrello perché fuori ___.","Take the umbrella because it is raining outside.","","","piove","fa piovere","fa pioggia","è pioggia","A","A2","Tempo (weather) – esteso","To say 'it is raining', Italian uses the verb 'piovere' conjugated in the third person singular. 'Fa pioggia' is incorrect (we say 'fa caldo/freddo' but not for rain).","https://www.lawlessitalian.com/vocabulary/weather/"
"Oggi fa brutto tempo e c'è molta nebbia.","Oggi fa brutto tempo e c'è molta ___.","Today the weather is bad and there is a lot of fog.","","","nebbia","vento","sole","caldo","A","A2","Tempo (weather) – esteso","The weather expression 'c'è molta nebbia' means 'there is a lot of fog.' Nebbia is a feminine noun meaning fog, commonly used in weather descriptions.","https://www.lawlessitalian.com/grammar/weather/"
"All'università studio economia e matematica.","All'università studio ___ e matematica.","At university I study economics and mathematics.","","","economia","economico","economista","economie","A","A2","Scuola/Università (base)","When naming subjects of study, use the singular noun form. 'Economia' is the subject (economics), while 'economico' is an adjective, 'economista' is a person (economist), and 'economie' is plural.","https://www.lawlessitalian.com/vocabulary/school/"
"Da bambino giocavo sempre nel parco vicino a casa mia.","Da bambino ___ sempre nel parco vicino a casa mia.","As a child I always played in the park near my house.","","","giocavo","gioco","ho giocato","giocare","A","A2","Ricordi (narrazione semplice)","The imperfect tense 'giocavo' is used for habitual actions in the past. 'Sempre' (always) signals a repeated childhood activity, requiring the imperfect rather than passato prossimo.","https://www.lawlessitalian.com/grammar/imperfect/"
"Ho comprato un regalo per Maria e glielo do domani.","Ho comprato un regalo per Maria e ___ do domani.","I bought a gift for Maria and I'll give it to her tomorrow.","","","glielo","le lo","la lo","gliela","A","A2","Pronomi Combinati","Combined pronouns: indirect pronoun 'le' (to her) + direct pronoun 'lo' (it, masculine for 'regalo') = 'glielo'. The indirect pronoun 'le' becomes 'glie-' before direct pronouns, forming one word.","https://www.lawlessitalian.com/grammar/pronouns/double-pronouns/"
"Domani sera andiamo al cinema, vuoi venire con noi?","Domani sera andiamo al cinema, vuoi ___ con noi?","Tomorrow evening we're going to the cinema, do you want to come with us?","","","venire","viene","vieni","venuto","A","A2","Programmi (piani futuri, inviti)","After 'vuoi' (do you want), use the infinitive form 'venire' (to come). Modal verbs like 'volere' are followed by infinitives in Italian.","https://www.lawlessitalian.com/grammar/verbs/modal-verbs/"
"Mi puoi prestare la tua penna? Ho dimenticato la mia a casa.","Mi puoi ___ la tua penna? Ho dimenticato la mia a casa.","Can you lend me your pen? I forgot mine at home.","","","prestare","prendere in prestito","restituire","dare indietro","A","A2","Prestare e chiedere in prestito","'Prestare' means to lend (you give something to someone). 'Prendere in prestito' means to borrow (you receive). Since you're asking someone to give you their pen, use 'prestare'.","https://www.lawlessitalian.com/vocabulary/borrow-lend/"
"Abbiamo comprato i biglietti del treno alla stazione.","Abbiamo comprato i biglietti ___ treno alla stazione.","We bought the train tickets at the station.","","","del","di","dal","al","A","A2","Viaggi (trasporti, biglietti)","The contracted preposition 'del' (di + il) is required to express possession or specification: 'train tickets' = 'biglietti del treno'.","https://www.lawlessitalian.com/grammar/prepositions/di/"
"Mi piace nuotare, invece a mio fratello piace correre.","Mi piace nuotare, ___ a mio fratello piace correre.","I like swimming, instead my brother likes running.","","","invece","anche","quindi","perché","A","A2","Congiunzioni e connettivi (base)","'Invece' (instead) is used to show contrast between two different preferences or situations.","https://www.lawlessitalian.com/grammar/conjunctions/"
"Domani ci sarà sole e farà caldo.","Domani ci sarà ___ e farà caldo.","Tomorrow there will be sun and it will be hot.","","","sole","pioggia","freddo","vento","A","A2","Tempo (weather) – esteso","The expression 'c'è sole' or 'ci sarà sole' (there is/will be sun) uses the masculine noun 'sole' without an article to describe sunny weather.","https://www.lawlessitalian.com/vocabulary/weather/"
"Signore, venga qui, per favore.","Signore, ___ qui, per favore.","Sir, come here, please.","formal","","venga","vieni","venire","viene","A","A2","Imperativo Formale","The formal imperative (Lei form) uses the third-person singular present subjunctive. 'Venga' is the irregular formal command form of 'venire'.","https://www.lawlessitalian.com/grammar/verbs/imperative/"
"Ho comprato un regalo per Maria e glielo darò domani.","Ho comprato un regalo per Maria e ___ darò domani.","I bought a gift for Maria and I will give it to her tomorrow.","","","glielo","gli","lo","le lo","A","A2","Pronomi Combinati","Combined pronouns merge the indirect object 'le' (to her) with the direct object 'lo' (it, masculine for 'regalo') to form 'glielo'. The indirect pronoun changes to 'gli-' before direct object pronouns.","https://www.lawlessitalian.com/grammar/pronouns/double-pronouns/"
"Hai dato le chiavi a Paolo? Sì, gliele ho date stamattina.","Hai dato le chiavi a Paolo? Sì, ___ ho date stamattina.","Did you give the keys to Paolo? Yes, I gave them to him this morning.","indirect (to him) + direct (them) + vowel agreement","","gliele","glielo","glieli","gliela","A","A2","Pronomi Combinati","We need the combination of 'a Paolo' (gli) and 'le chiavi' (le). 'Gli' + 'le' becomes 'gliele'. The past participle 'date' agrees with the feminine plural object 'le'.","https://www.lawlessitalian.com/grammar/combined-pronouns/"
"Quante volte vai in palestra? Ci vado tre volte alla settimana.","Quante volte vai in palestra? ___ vado tre volte alla settimana.","How many times do you go to the gym? I go there three times a week.","","","Ci","Ne","Lo","La","A","A2","Particella ci (base)","The particle 'ci' replaces phrases indicating location (in palestra) introduced by prepositions like 'a', 'in', or 'su'.","https://www.lawlessitalian.com/grammar/ci/"
"Marta è molto puntuale, arriva sempre in orario.","Marta è molto puntuale, arriva ___ in orario.","Marta is very punctual, she always arrives on time.","","","mai","sempre","ieri","nessuno","B","A2","Avverbi di frequenza/tempo/luogo","'Sempre' (always) is the frequency adverb that logically fits a person described as 'molto puntuale' (very punctual). 'Mai' (never) would contradict the description.","https://www.lawlessitalian.com/grammar/adverbs-of-frequency/"
"Signora, vada sempre dritto e poi giri a destra.","Signora, ___ sempre dritto e poi giri a destra.","Madam, go straight ahead and then turn right.","formal address","","vada","vai","andate","va","A","A2","Imperativo Formale","When addressing someone formally (Signora/Lei), we use the formal imperative, which is taken from the present subjunctive. The form for 'andare' is 'vada'.","https://www.lawlessitalian.com/grammar/formal-imperative/"
"Signor Rossi, mi dica se ha bisogno di aiuto.","Signor Rossi, mi ___ se ha bisogno di aiuto.","Mr. Rossi, tell me if you need help.","formal address","","dice","dici","dite","dica","D","A2","Imperativo Formale","The formal imperative (Lei) of the irregular verb 'dire' is 'dica'. The other options are indicative (dice) or informal imperatives (dici, dite).","https://www.lawlessitalian.com/grammar/formal-imperative/"
"Ho la febbre, purtroppo non posso venire al lavoro oggi.","Ho la febbre, purtroppo non ___ venire al lavoro oggi.","I have a fever, unfortunately I cannot come to work today.","","","voglio","posso","devo","so","B","A2","Verbi modali + infinito","The speaker has a physical impediment (fever), making 'non posso' (I cannot/am unable to) the logical modal verb choice.","https://www.lawlessitalian.com/grammar/modal-verbs/"
