complete_sentence,question_text,english_translation,hint,alternate_correct_responses,option_a,option_b,option_c,option_d,correct_option,cefr_level,topic,explanation,resource
Andiamo al parco insieme questo pomeriggio!,___ al parco insieme questo pomeriggio!,Let's go to the park together this afternoon!,,,Andiamo,Vai,Andate,Vado,A,A2,Imperativo (tu/noi/voi),Imperative 'noi' form 'andiamo' expresses suggestions and proposals (let's...).,https://www.lawlessitalian.com/grammar/imperative/
Ieri abbiamo visto un film molto interessante.,Ieri abbiamo ___ un film molto interessante.,Yesterday we saw a very interesting movie.,,,visto,vedere,veduto,vediamo,A,A2,Participio passato (irregolari frequenti),Past participle 'visto' (seen) is the irregular form of 'vedere' used in passato prossimo.,https://www.lawlessitalian.com/grammar/present-perfect/
I bambini stanno per uscire di casa.,I bambini ___ per uscire di casa.,The children are about to leave the house.,,,stanno,sono,vanno,escono,A,A2,Stare per + infinito,The construction 'stare per + infinitive' expresses immediate future or something about to happen. 'Stanno per' means 'they are about to'.,https://www.lawlessitalian.com/grammar/verbs/stare-per-infinitive/
La lezione sta per finire tra cinque minuti.,La lezione sta ___ finire tra cinque minuti.,The lesson is about to end in five minutes.,,,di,per,a,da,B,A2,Stare per + infinito,"In the construction 'stare per + infinitive', the preposition 'per' is required between 'stare' and the infinitive verb.",https://www.lawlessitalian.com/grammar/verbs/stare-per-infinitive/
All'università studio lettere moderne.,All'università studio ___ moderne.,At university I study modern literature.,,,lettere,materie,lezioni,lingue,A,A2,Scuola e università,"University vocabulary: 'lettere moderne' refers to the academic field of modern literature studies, a common degree program in Italian universities.",https://www.lawlessitalian.com/vocabulary/education/
Da bambina andavo spesso al mare con la famiglia.,Da bambina ___ spesso al mare con la famiglia.,As a child I often went to the sea with my family.,feminine speaker,,sono andata,vado,andavo,andrò,C,A2,Ricordi (narrazione semplice),Childhood memories require the imperfetto. 'Andavo' expresses repeated past action. The hint clarifies the feminine speaker context for 'bambina'.,https://www.lawlessitalian.com/grammar/verbs/imperfect/
Gli è piaciuta molto la cena di ieri sera.,___ è piaciuta molto la cena di ieri sera.,He really liked last night's dinner.,,,Gli,Le,Li,La,A,A2,"Piacere (con pronomi, passato)",The verb 'piacere' uses indirect object pronouns. 'Gli' (to him) is the masculine indirect pronoun. Note agreement: 'piaciuta' agrees with feminine 'cena'.,https://www.lawlessitalian.com/grammar/verbs/piacere/
"Scusi, potrei avere il menù del giorno?","Scusi, potrei avere il ___ del giorno?","Excuse me, could I have today's menu?",,,conto,tavolo,menù,piatto,C,A2,Ristorante (menu/prenotare/conti),Restaurant vocabulary: 'il menù del giorno' means 'today's menu' or 'daily menu'. This is a common phrase when ordering at restaurants.,https://www.lawlessitalian.com/vocabulary/food-drink/restaurant/
"Bambini, finite i compiti e poi guardate la TV!","Bambini, ___ i compiti e poi guardate la TV!","Children, finish your homework and then watch TV!",,,finite,finire,finisce,finisco,A,A2,Imperativo (tu/noi/voi),The imperative form for 'voi' (you plural) of regular -ire verbs like 'finire' is formed by dropping the final -e from the infinitive.,https://www.lawlessitalian.com/grammar/imperative/
Marco telefona a sua nonna e le racconta delle vacanze.,Marco telefona a sua nonna e ___ racconta delle vacanze.,Marco calls his grandmother and tells her about the vacation.,,,le,gli,la,lo,A,A2,Pronomi indiretti,The indirect object pronoun 'le' means 'to her' and refers to 'sua nonna' (his grandmother).,https://www.lawlessitalian.com/grammar/indirect-object-pronouns/
Il professore spiega sempre tutto molto chiaramente agli studenti e gli dà molti esempi.,Il professore spiega sempre tutto molto chiaramente agli studenti e ___ dà molti esempi.,The professor always explains everything very clearly to the students and gives them many examples.,,,gli,le,li,lo,A,A2,Pronomi indiretti,The indirect object pronoun 'gli' means 'to them' and refers to 'agli studenti' (to the students).,https://www.lawlessitalian.com/grammar/indirect-object-pronouns/
Gli esami all'università sono molto difficili quest'anno.,___ esami all'università sono molto difficili quest'anno.,The exams at university are very difficult this year.,,,Gli,Le,Il,La,A,A2,Scuola e università,The definite article for masculine plural nouns like 'esami' is 'gli'.,https://www.lawlessitalian.com/grammar/definite-articles/
Mia sorella va sempre in palestra il martedì sera.,Mia sorella va ___ in palestra il martedì sera.,My sister always goes to the gym on Tuesday evenings.,,,sempre,mai,raramente,qualche volta,A,A2,Avverbi di frequenza/tempo/luogo,The adverb of frequency 'sempre' means 'always' and typically comes after the verb in Italian.,https://www.lawlessitalian.com/grammar/adverbs-frequency/
Ho iniziato questo corso d'italiano tre mesi fa.,Ho iniziato questo corso d'italiano tre mesi ___.,I started this Italian course three months ago.,,,fa,da,fra,per,A,A2,"Espressioni di tempo (fa, da, tra/fra)",The expression 'fa' is used after a time period to indicate 'ago' - how long ago something happened.,https://www.lawlessitalian.com/grammar/time-expressions/
Il mio appartamento è vicino alla stazione dei treni.,Il mio appartamento è ___ alla stazione dei treni.,My apartment is near the train station.,,,vicino,lontano,dentro,sopra,A,A2,Casa e quartiere (vocabolario),'Vicino a' means 'near to' or 'close to' and is used to describe proximity between places in a neighborhood.,https://www.lawlessitalian.com/vocabulary/home-neighborhood/
Nel nostro quartiere c'è una bella farmacia all'angolo.,Nel nostro quartiere ___ una bella farmacia all'angolo.,In our neighborhood there is a nice pharmacy on the corner.,,,c'è,ci sono,è,sono,A,A2,Casa e quartiere (vocabolario),'C'è' (there is) is used with singular nouns to indicate existence or presence of something. It's the contraction of 'ci è'.,https://www.lawlessitalian.com/grammar/verbs/esserci/
Che cosa consigli dal menu oggi?,Che cosa consigli dal ___ oggi?,What do you recommend from the menu today?,,,menu,tavolo,piatto,conto,A,A2,Ristorante (menu/prenotare/conti),'Menu' is used in Italian restaurants just like in English. 'Dal menu' means 'from the menu'.,https://www.lawlessitalian.com/vocabulary/restaurant/
Frequento l'università di Milano da tre anni.,Frequento ___ di Milano da tre anni.,I have been attending the University of Milan for three years.,,,l'università,la scuola,il liceo,l'ufficio,A,A2,Scuola e università,'Frequentare l'università' means to attend university. The elided form 'l'università' is preferred in spoken Italian.,https://www.lawlessitalian.com/vocabulary/school/
"Hai visto le mie chiavi? Sì, le ho messe sul tavolo.","Hai visto le mie chiavi? Sì, ___ ho messe sul tavolo.","Have you seen my keys? Yes, I put them on the table.",,,le,li,la,lo,A,A2,Pronomi diretti,Direct object pronouns replace the direct object. 'Le' replaces feminine plural nouns like 'le chiavi' and comes before the conjugated verb.,https://www.lawlessitalian.com/grammar/pronouns/direct-object/
Roma è più grande di Firenze.,Roma è ___ grande di Firenze.,Rome is bigger than Florence.,,,più,meno,molto,tanto,A,A2,Comparativi e superlativi,Comparative forms use 'più... di' (more... than) to compare two things. 'Più grande' means 'bigger' or 'larger'.,https://www.lawlessitalian.com/grammar/adjectives/comparison/
Lavoro come segretaria in un ufficio moderno.,Lavoro come segretaria in un ___ moderno.,I work as a secretary in a modern office.,,,ufficio,negozio,ristorante,ospedale,A,A2,Lavoro/ufficio (vocabolario),'Ufficio' means office and is the typical workplace for a secretary. It's a masculine noun that takes 'un' as indefinite article.,https://www.lawlessitalian.com/vocabulary/work-office/
Il treno parte fra dieci minuti.,Il treno parte ___ dieci minuti.,The train leaves in ten minutes.,,,fra,fa,da,per,A,A2,"Espressioni di tempo (fa, da, tra/fra)","Fra/tra indicates future time (in/within), while fa indicates past time (ago) and da indicates duration from a starting point.",https://www.lawlessitalian.com/grammar/prepositions-time/
Marco è più alto di suo fratello.,Marco è più alto ___ suo fratello.,Marco is taller than his brother.,,,di,che,del,da,A,A2,Comparativi e superlativi,"In comparisons with più/meno, use 'di' before nouns, pronouns, and numbers.",https://www.lawlessitalian.com/grammar/comparative-adjectives/
Li vedo spesso al bar.,___ vedo spesso al bar.,I see them often at the bar.,,,Li,Gli,Le,Lo,A,A2,Pronomi diretti,Li is the masculine plural direct object pronoun for 'them' (masculine or mixed group).,https://www.lawlessitalian.com/grammar/direct-object-pronouns/
Devo finire i compiti prima di uscire.,___ finire i compiti prima di uscire.,I have to finish my homework before going out.,,,Devo,Posso,Voglio,So,A,A2,Verbi modali (+ infinito),Dovere (devo) expresses necessity or obligation and is followed by an infinitive.,https://www.lawlessitalian.com/grammar/modal-verbs/
Il film sta per iniziare.,Il film ___ per iniziare.,The movie is about to start.,,,sta,è,va,viene,A,A2,Stare per + infinito,Stare per + infinitive expresses immediate future action (about to do something).,https://www.lawlessitalian.com/grammar/present-continuous/
Il mio capo lavora sempre fino a tardi in ufficio.,Il mio capo lavora sempre fino a tardi in ___.,My boss always works late at the office.,,,ufficio,casa,negozio,scuola,A,A2,Lavoro/ufficio (vocabolario),The phrase 'in ufficio' means 'at the office' and fits the context of a boss working late.,https://www.lawlessitalian.com/grammar/prepositions-place
Maria li chiama ogni domenica mattina.,Maria ___ chiama ogni domenica mattina.,Maria calls them every Sunday morning.,,,li,gli,le,lo,A,A2,Pronomi diretti,"The direct object pronoun 'li' (them, masculine plural) precedes the verb when used with a conjugated verb.",https://www.lawlessitalian.com/grammar/direct-object-pronouns
Ho comprato la frutta al mercato stamattina.,Ho comprato ___ frutta al mercato stamattina.,I bought fruit at the market this morning.,,,la,una,della,di,A,A2,Confronto articoli,The definite article 'la' is used with 'frutta' when referring to fruit in general or specific fruit being purchased.,https://www.lawlessitalian.com/grammar/definite-articles
Ieri sera siamo andati al ristorante nuovo.,Ieri sera ___ andati al ristorante nuovo.,Last night we went to the new restaurant.,,,siamo,abbiamo,eravamo,avevamo,A,A2,"Passato prossimo (essere/avere, accordo)",The verb 'andare' (to go) uses the auxiliary 'essere' in passato prossimo. 'Siamo andati' shows agreement with the plural subject 'noi'.,https://www.lawlessitalian.com/grammar/compound-past-tense
Non posso comprarlo perché non lo vedo bene.,Non posso comprarlo perché non ___ vedo bene.,I can't buy it because I don't see it well.,,,lo,la,li,le,A,A2,Pronomi diretti,"The direct object pronoun 'lo' (it, masculine singular) refers back to the masculine object being purchased and precedes the verb 'vedo'.",https://www.lawlessitalian.com/grammar/direct-object-pronouns
Ti ho portato un regalo dalla Sicilia.,___ ho portato un regalo dalla Sicilia.,I brought you a gift from Sicily.,,,Ti,Vi,Gli,Le,A,A2,Pronomi indiretti,"The indirect object pronoun 'ti' (to you, informal singular) precedes the verb when used with a conjugated verb form.",https://www.lawlessitalian.com/grammar/indirect-object-pronouns
"Il conto, per favore!","Il ___, per favore!","The bill, please!",,,menu,conto,piatto,bicchiere,B,A2,Ristorante (menu/prenotare/conti),'Il conto' means 'the bill/check' - an essential phrase for restaurant dining.,https://www.lawlessitalian.com/vocabulary/dining-out
"Non ne voglio più, grazie.","Non ___ voglio più, grazie.","I don't want any more of it, thanks.",,,lo,la,ne,ci,C,A2,Particella ne,The particle 'ne' replaces a partitive (some/any of something). Here it means 'any more of it'.,https://www.lawlessitalian.com/grammar/pronouns/pronoun-ne
Ci vediamo al cinema alle otto.,___ vediamo al cinema alle otto.,We'll see each other at the cinema at eight.,,,Si,Li,Ci,Vi,C,A2,Particella ci,'Ci' here means 'each other' in the reciprocal construction 'ci vediamo' (we see each other).,https://www.lawlessitalian.com/grammar/pronouns/pronoun-ci
Che ne dici di andare al cinema sabato sera?,Che ne dici di ___ al cinema sabato sera?,What do you say about going to the cinema on Saturday evening?,,,vado,andare,andiamo,andando,B,A2,"Programmi (piani futuri, inviti)","After the preposition 'di', we use the infinitive form 'andare'. This is a common structure for making suggestions.",https://www.lawlessitalian.com/grammar/verbs/infinitive
Ieri sera sono uscita con le mie amiche.,Ieri sera ___ uscita con le mie amiche.,Last night I went out with my friends.,feminine speaker,,ho,sono,era,aveva,B,A2,"Passato prossimo (essere/avere, accordo)",The verb 'uscire' (to go out) uses the auxiliary 'essere' in passato prossimo. The past participle agrees with the feminine subject.,https://www.lawlessitalian.com/grammar/verbs/compound-past-tense
Il mio quartiere è molto tranquillo e silenzioso.,Il mio ___ è molto tranquillo e silenzioso.,My neighborhood is very quiet and peaceful.,,,casa,quartiere,giardino,palazzo,B,A2,Casa e quartiere (vocabolario),'Quartiere' means 'neighborhood' and fits the context of describing an area's characteristics.,https://www.lawlessitalian.com/vocabulary/house-home
I libri sono sugli scaffali della biblioteca.,I libri sono ___ scaffali della biblioteca.,The books are on the library shelves.,,,sugli,su gli,sopra gli,nei,A,A2,Preposizioni articolate,Sugli is the contracted form of su + gli (on + the masculine plural article).,https://www.lawlessitalian.com/grammar/prepositions/contracted
Andate al supermercato e comprate il pane!,___ al supermercato e comprate il pane!,Go to the supermarket and buy bread!,You - plural,,Andate,Vai,Vada,Andare,A,A2,Imperativo (tu/noi/voi),"Andate is the imperative form for 'voi' (you plural), used when giving commands to multiple people.",https://www.lawlessitalian.com/grammar/verbs/imperative
Stasera penso di guardare un film a casa.,Stasera penso ___ guardare un film a casa.,Tonight I'm thinking of watching a movie at home.,,,di,a,per,da,A,A2,"Programmi (piani futuri, inviti)",The verb 'pensare' requires the preposition 'di' when followed by an infinitive to express intention or plan.,https://www.lawlessitalian.com/grammar/verbs/infinitive-prepositions
Da bambina abitavo in una piccola città di montagna.,Da bambina ___ in una piccola città di montagna.,As a child I used to live in a small mountain town.,feminine speaker,,abitavo,ho abitato,abito,abiterei,A,A2,Ricordi (narrazione semplice),The imperfect tense 'abitavo' is used to describe habitual actions or states in the past.,https://www.lawlessitalian.com/grammar/verbs/imperfect
Ieri sera mi è piaciuto molto il concerto.,Ieri sera mi ___ piaciuto molto il concerto.,Last night I really liked the concert.,,,è,ha,sono,ho,A,A2,"Piacere (con pronomi, passato)","The verb piacere uses essere as auxiliary in compound tenses, and agrees with the subject that pleases (il concerto).",https://www.lawlessitalian.com/grammar/verbs/piacere
Di solito faccio colazione alle otto di mattina.,___ faccio colazione alle otto di mattina.,I usually have breakfast at eight in the morning.,,,Di solito,Sempre,Mai,Ancora,A,A2,Avverbi di frequenza/tempo/luogo,"Di solito is an adverb of frequency meaning 'usually' or 'generally', expressing habitual actions.",https://www.lawlessitalian.com/grammar/adverbs/frequency
Compro sempre due chili di mele e ne mangio una al giorno.,Compro sempre due chili di mele e ___ mangio una al giorno.,I always buy two kilos of apples and I eat one of them per day.,,,ne,le,ci,li,A,A2,Particella ne,"Ne replaces a partitive expression, referring back to 'delle mele' (some apples).",https://www.lawlessitalian.com/grammar/particles/ne
Quanti biscotti hai mangiato? Ne ho mangiati tre.,Quanti biscotti hai mangiato? ___ ho mangiati tre.,How many cookies did you eat? I ate three of them.,,,Ne,Li,Ci,Gli,A,A2,Particella ne,"Ne replaces a quantity expression with numbers, and the past participle agrees when ne refers to a direct object.",https://www.lawlessitalian.com/grammar/particles/ne
"Scusi, quanto costa questa maglietta rossa?","Scusi, quanto ___ questa maglietta rossa?","Excuse me, how much does this red shirt cost?",,,costa,costano,costerebbe,è costata,A,A2,Shopping (vocabolario),Costa agrees with the singular subject 'questa maglietta' and uses present tense for asking current prices.,https://www.lawlessitalian.com/vocabulary/shopping
I libri sono nello zaino di Marco.,I libri sono ___ zaino di Marco.,The books are in Marco's backpack.,,,nel,nello,nella,negli,B,A2,Preposizioni articolate,"The preposition 'in' contracts with the definite article 'lo' to form 'nello' before masculine singular nouns beginning with z, s+consonant, ps, gn.",https://www.lawlessitalian.com/grammar/prepositions/articulated-prepositions/
Gli scrivo una lettera ogni settimana.,___ scrivo una lettera ogni settimana.,I write him a letter every week.,masculine recipient,,Gli,Le,Li,La,A,A2,Pronomi indiretti,The indirect object pronoun 'gli' means 'to him' and is used before the verb when the recipient is masculine.,https://www.lawlessitalian.com/grammar/pronouns/indirect-object-pronouns/
Ieri sera siamo andati al teatro.,Ieri sera ___ andati al teatro.,Last night we went to the theater.,,,abbiamo,siamo,sono,hanno,B,A2,"Passato prossimo (essere/avere, accordo)",Motion verbs like 'andare' use the auxiliary 'essere' in passato prossimo. 'Siamo andati' shows agreement with the plural subject 'noi'.,https://www.lawlessitalian.com/grammar/tenses/compound-past/
Sabato prossimo organizzeremo una festa a casa mia.,Sabato prossimo ___ una festa a casa mia.,Next Saturday we will organize a party at my house.,,,organizzano,organizziamo,organizzeremo,abbiamo organizzato,C,A2,"Programmi (piani futuri, inviti)",Future plans are expressed using the future tense. 'Organizzeremo' is the first person plural future of 'organizzare'.,https://www.lawlessitalian.com/grammar/tenses/future/
Studio medicina all'università da tre anni.,Studio medicina ___ da tre anni.,I have been studying medicine at the university for three years.,,,nell'università,all'università,della università,sull'università,B,A2,Scuola e università,The preposition 'a' contracts with the definite article 'la' before vowels to form 'all''. 'All'università' means 'at/to the university'.,https://www.lawlessitalian.com/vocabulary/education/
Il mio appartamento si trova nel centro della città.,Il mio appartamento si trova ___ centro della città.,My apartment is located in the center of the city.,,,nel,al,sul,dal,A,A2,Casa e quartiere (vocabolario),Nel (in + il) is the correct contracted preposition for 'in the center'.,https://www.lawlessitalian.com/grammar/prepositions-articulated/
La farmacia è accanto alla panetteria.,La farmacia è ___ alla panetteria.,The pharmacy is next to the bakery.,,vicino,accanto,sopra,dietro,lontano,A,A2,Casa e quartiere (vocabolario),Accanto means 'next to' and is used to indicate proximity between two places.,https://www.lawlessitalian.com/vocabulary/neighborhood/
Domani andrò in vacanza con la mia famiglia.,Domani ___ in vacanza con la mia famiglia.,Tomorrow I will go on vacation with my family.,,,andrò,vado,sono andato,andavo,A,A2,Futuro semplice,"Andrò is the futuro semplice (simple future) form of 'andare', used with 'domani' (tomorrow).",https://www.lawlessitalian.com/grammar/future-simple/
Questo ristorante è più costoso di quello.,Questo ristorante è ___ costoso di quello.,This restaurant is more expensive than that one.,,,più,meno,molto,tanto,A,A2,Comparativi e superlativi,Più is used to form comparative adjectives (più + adjective + di) meaning 'more... than'.,https://www.lawlessitalian.com/grammar/comparatives/
Il bagno è al primo piano della casa.,Il bagno è al primo piano ___ casa.,The bathroom is on the first floor of the house.,,,della,di la,da la,nella,A,A2,Casa e quartiere (vocabolario),Preposizione articolata 'della' (di + la) is required with 'casa' to express possession or belonging.,https://www.lawlessitalian.com/grammar/preposizioni-articolate
La mia camera da letto ha una finestra che dà sul giardino.,La mia camera da letto ha una finestra che dà ___ giardino.,My bedroom has a window that faces the garden.,,,sul,nel,al,del,A,A2,Casa e quartiere (vocabolario),"The expression 'dare su' (to face/overlook) requires the preposition 'su', forming 'sul' (su + il) with masculine nouns.",https://www.lawlessitalian.com/grammar/preposizioni-articolate
Domani partirò per Roma alle otto.,Domani ___ per Roma alle otto.,Tomorrow I will leave for Rome at eight.,,,partirò,partivo,sono partito,parto,A,A2,Futuro semplice,"The futuro semplice (partirò) is used to express future actions, indicated by 'domani' (tomorrow).",https://www.lawlessitalian.com/grammar/futuro-semplice
Non posso venire alla festa perché devo studiare.,Non posso venire alla festa perché ___ studiare.,I can't come to the party because I have to study.,,,devo,dovevo,dovrò,dovrei,A,A2,Verbi modali (+ infinito),Modal verb 'dovere' (devo) followed by infinitive 'studiare' expresses present obligation or necessity.,https://www.lawlessitalian.com/grammar/verbi-modali
I libri degli studenti sono sui banchi dell'aula.,I libri degli studenti sono sui banchi ___'aula.,The students' books are on the desks of the classroom.,,,dell,nell,sull,all,A,A2,Preposizioni articolate,Preposizione articolata 'dell'' (di + l') is used before vowels to show possession or belonging.,https://www.lawlessitalian.com/grammar/preposizioni-articolate
Ho comprato delle arance ma ne ho mangiate solo due.,Ho comprato delle arance ma ___ ho mangiate solo due.,I bought some oranges but I only ate two of them.,,,ne,le,ci,li,A,A2,Particella ne,Ne replaces a partitive expression referring to a quantity of something previously mentioned.,https://www.lawlessitalian.com/grammar/particles/ne
Telefono a mia madre ogni domenica e le racconto tutto.,Telefono a mia madre ogni domenica e ___ racconto tutto.,I call my mother every Sunday and tell her everything.,,,le,la,gli,li,A,A2,Pronomi indiretti,"Le is the indirect object pronoun for third person feminine singular, replacing 'a mia madre'.",https://www.lawlessitalian.com/grammar/pronouns/indirect-object
Il mio capo è molto gentile e rispetta sempre i dipendenti.,Il mio ___ è molto gentile e rispetta sempre i dipendenti.,My boss is very kind and always respects the employees.,,,capo,lavoro,ufficio,collega,A,A2,Lavoro/ufficio (vocabolario),"Capo means 'boss' or 'head', referring to the person in charge at work.",https://www.lawlessitalian.com/vocabulary/work
Metto i libri negli zaini prima di andare a scuola.,Metto i libri ___ zaini prima di andare a scuola.,I put the books in the backpacks before going to school.,,,negli,ne gli,sui,ai,A,A2,Preposizioni articolate,Negli is the contracted form of in + gli (in + the masculine plural article).,https://www.lawlessitalian.com/grammar/prepositions/contracted
Stamattina mi sono alzato molto presto per andare al lavoro.,Stamattina mi ___ alzato molto presto per andare al lavoro.,This morning I got up very early to go to work.,,,sono,ho,è,hai,A,A2,Verbi riflessivi (presente e passato prossimo),"Reflexive verbs in passato prossimo use essere as auxiliary, and the past participle agrees with the subject.",https://www.lawlessitalian.com/grammar/verbs/reflexive
"Conosci quella ragazza? Sì, la vedo spesso in biblioteca.","Conosci quella ragazza? Sì, ___ vedo spesso in biblioteca.","Do you know that girl? Yes, I see her often in the library.",,,la,le,li,lo,A,A2,Pronomi diretti,"La is the direct object pronoun for third person feminine singular, replacing 'quella ragazza'.",https://www.lawlessitalian.com/grammar/pronouns/direct-object
"Vorrei provare queste scarpe, ma in un numero più grande.","Vorrei ___ queste scarpe, ma in un numero più grande.","I would like to try on these shoes, but in a larger size.",,,provare,comprare,vedere,portare,A,A2,Shopping (vocabolario),Provare means 'to try on' when referring to clothes or shoes in a shopping context.,https://www.lawlessitalian.com/vocabulary/shopping
Le chiavi sono nel cassetto della scrivania.,Le chiavi sono nel cassetto ___ scrivania.,The keys are in the desk drawer.,,,della,di la,nella,alla,A,A2,Preposizioni articolate,Preposizione articolata 'della' (di + la) is required to show possession or belonging with feminine nouns.,https://www.lawlessitalian.com/grammar/preposizioni-articolate
Gli occhiali sono sul tavolo dell'ufficio.,Gli occhiali sono sul tavolo ___'ufficio.,The glasses are on the office table.,,,dell,nell,sull,all,A,A2,Preposizioni articolate,Preposizione articolata 'dell'' (di + l') is used before vowels to show possession or belonging.,https://www.lawlessitalian.com/grammar/preposizioni-articolate
Mia sorella ha i capelli biondi e gli occhi verdi.,Mia sorella ha i capelli ___ e gli occhi verdi.,My sister has blonde hair and green eyes.,,,biondi,bionda,bionde,biondo,A,A2,Descrizioni fisiche e del carattere,"Adjectives must agree with the noun they modify: 'capelli' is masculine plural, so 'biondi' is correct.",https://www.lawlessitalian.com/grammar/adjective-agreement
Abbiamo già visto questo film la settimana scorsa.,Abbiamo già ___ questo film la settimana scorsa.,We already saw this movie last week.,,,visto,veduto,vedere,vedeva,A,A2,Participio passato (irregolari frequenti),"The irregular past participle of 'vedere' is 'visto', used in passato prossimo with auxiliary 'avere'.",https://www.lawlessitalian.com/grammar/participio-passato
Le mie amiche sono tornate dalle vacanze ieri sera.,Le mie amiche ___ tornate dalle vacanze ieri sera.,My friends returned from vacation last night.,feminine subject,,sono,hanno,erano,avevano,A,A2,"Passato prossimo (essere/avere, accordo)","Motion verb 'tornare' uses auxiliary 'essere' in passato prossimo, and past participle 'tornate' agrees with feminine plural subject.",https://www.lawlessitalian.com/grammar/passato-prossimo
Ho già visto quel film al cinema la settimana scorsa.,Ho già ___ quel film al cinema la settimana scorsa.,I already saw that movie at the cinema last week.,,,visto,veduto,vedere,guardato,A,A2,Participio passato (irregolari frequenti),"Visto is the irregular past participle of vedere (to see), used with auxiliary avere in passato prossimo.",https://www.lawlessitalian.com/grammar/verbs/past-participle
Questa torta è più dolce di quella che ho fatto ieri.,Questa torta è ___ dolce di quella che ho fatto ieri.,This cake is sweeter than the one I made yesterday.,,,più,molto,tanto,meno,A,A2,Comparativi e superlativi,Più + adjective + di forms the comparative of superiority (more... than).,https://www.lawlessitalian.com/grammar/adjectives/comparative
Devo prenotare un volo per Milano entro domani.,Devo prenotare un ___ per Milano entro domani.,I have to book a flight to Milan by tomorrow.,,,volo,treno,autobus,taxi,A,A2,"Viaggi (trasporti, biglietti)","Volo means flight, the appropriate means of transport for traveling to distant cities like Milan.",https://www.lawlessitalian.com/vocabulary/travel
"Hai visto i miei occhiali? No, non li trovo da nessuna parte.","Hai visto i miei occhiali? No, non ___ trovo da nessuna parte.","Have you seen my glasses? No, I can't find them anywhere.",,,li,le,lo,la,A,A2,Pronomi diretti,"Li is the direct object pronoun for masculine plural, replacing 'i miei occhiali'.",https://www.lawlessitalian.com/grammar/pronouns/direct-object
Lavoro come ingegnere in una grande azienda dal 2020.,Lavoro come ___ in una grande azienda dal 2020.,I work as an engineer in a large company since 2020.,,,ingegnere,dottore,professore,avvocato,A,A2,Lavoro/ufficio (vocabolario),"Ingegnere means engineer, a professional job title used with the preposition 'come' (as).",https://www.lawlessitalian.com/vocabulary/work
Oggi è nuvoloso e sembra che stia per piovere.,Oggi è ___ e sembra che stia per piovere.,Today it's cloudy and it looks like it's about to rain.,,,nuvoloso,sereno,soleggiato,ventoso,A,A2,Tempo/Meteo (vocabolario),"Nuvoloso means cloudy, describing weather conditions that typically precede rain.",https://www.lawlessitalian.com/vocabulary/weather
"Compri spesso il gelato? Sì, ne compro uno ogni giorno.","Compri spesso il gelato? Sì, ___ compro uno ogni giorno.","Do you often buy ice cream? Yes, I buy one every day.",,,ne,lo,ci,li,A,A2,Particella ne,"Ne replaces a partitive or quantitative expression, here referring to 'del gelato' (some ice cream).",https://www.lawlessitalian.com/grammar/particles/ne
Voglio imparare a cucinare la pasta perfetta.,___ imparare a cucinare la pasta perfetta.,I want to learn to cook perfect pasta.,,,Voglio,Posso,Devo,So,A,A2,Verbi modali (+ infinito),"Voglio (want) is a modal verb expressing desire, followed directly by the infinitive imparare.",https://www.lawlessitalian.com/grammar/verbs/modal
Vado spesso al mare durante l'estate.,Vado ___ al mare durante l'estate.,I often go to the sea during summer.,,,spesso,sempre,mai,qualche volta,A,A2,Avverbi di frequenza/tempo/luogo,"Spesso is an adverb of frequency meaning 'often', positioned before the main verb.",https://www.lawlessitalian.com/grammar/adverbs-frequency/
I miei amici abitano qui vicino alla stazione.,I miei amici abitano ___ vicino alla stazione.,My friends live here near the station.,,,qui,là,dove,quando,A,A2,Avverbi di frequenza/tempo/luogo,"Qui is an adverb of place meaning 'here', indicating proximity to the speaker's location.",https://www.lawlessitalian.com/grammar/adverbs-place/
Ieri sera siamo usciti per una passeggiata.,Ieri sera ___ usciti per una passeggiata.,Last night we went out for a walk.,,,siamo,abbiamo,eravamo,avremo,A,A2,"Passato prossimo (essere/avere, accordo)","Uscire uses the auxiliary essere in passato prossimo, so 'siamo usciti' with agreement.",https://www.lawlessitalian.com/grammar/past-perfect/
"Ragazzi, ascoltate attentamente la spiegazione!","Ragazzi, ___ attentamente la spiegazione!","Guys, listen carefully to the explanation!",,,ascoltate,ascolta,ascoltiamo,ascoltano,A,A2,Imperativo (tu/noi/voi),"Ascoltate is the imperative form for 'voi' (you plural), used when addressing multiple people.",https://www.lawlessitalian.com/grammar/imperative/
Mi fa male la schiena dopo aver lavorato tutto il giorno.,Mi fa male la ___ dopo aver lavorato tutto il giorno.,My back hurts after working all day.,,,schiena,spalla,mano,gamba,A,A2,Salute (vocabolario e frasi),Schiena means 'back' and commonly hurts after long periods of work or physical activity.,https://www.lawlessitalian.com/vocabulary/health/
Mia sorella è molto simpatica e sempre allegra.,Mia sorella è molto ___ e sempre allegra.,My sister is very nice and always cheerful.,,,simpatica,simpatico,simpatici,simpatiche,A,A2,Descrizioni fisiche e del carattere,Simpatica agrees with the feminine singular subject 'mia sorella' and describes personality.,https://www.lawlessitalian.com/vocabulary/personality/
Ieri sera ho mangiato una pizza margherita.,Ieri sera ___ mangiato una pizza margherita.,Last night I ate a margherita pizza.,,,ho,sono,hai,abbiamo,A,A2,"Passato prossimo (essere/avere, accordo)","With the verb 'mangiare' (to eat), we use the auxiliary verb 'avere' in passato prossimo. The first person singular form is 'ho'.",https://www.lawlessitalian.com/grammar/passato-prossimo/
